descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url,local
SOJA                                    ,4744,MG,MG             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MG
SOJA                                    ,4744,MG,MG             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,MG
SOJA                                    ,4744,MG,MG             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MG
SOJA                                    ,4744,MG,MG             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,MG
SOJA                                    ,4744,MG,MG             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,MG
SOJA                                    ,4744,MG,MG             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,MG
SOJA                                    ,4744,MG,MG             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,MG
SOJA                                    ,4744,MG,MG             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,MG
SOJA                                    ,4744,MG,MG             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,MG
SOJA                                    ,4744,MS,MS             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MS
SOJA                                    ,4744,MS,MS             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MS
SOJA                                    ,4744,MS,MS             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MS
SOJA                                    ,4744,MS,MS             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,MS
SOJA                                    ,4744,MS,MS             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MS
SOJA                                    ,4744,MS,MS             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,MS
SOJA                                    ,4744,MS,MS             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,MS
SOJA                                    ,4744,MS,MS             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,MS
SOJA                                    ,4744,MS,MS             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,MS
SOJA                                    ,4744,MS,MS             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,MS
SOJA                                    ,4744,MS,MS             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,MS
SOJA                                    ,4744,MT,MT             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MT
SOJA                                    ,4744,MT,MT             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MT
SOJA                                    ,4744,MT,MT             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MT
SOJA                                    ,4744,MT,MT             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,MT
SOJA                                    ,4744,MT,MT             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MT
SOJA                                    ,4744,MT,MT             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,MT
SOJA                                    ,4744,MT,MT             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,MT
SOJA                                    ,4744,MT,MT             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,MT
SOJA                                    ,4744,MT,MT             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,MT
SOJA                                    ,4744,MT,MT             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,MT
SOJA                                    ,4744,MT,MT             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,MT
SOJA                                    ,4744,PA,PA             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
SOJA                                    ,4744,PA,PA             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
SOJA                                    ,4744,PA,PA             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PA
SOJA                                    ,4744,PA,PA             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PA
SOJA                                    ,4744,PA,PA             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PA
SOJA                                    ,4744,PA,PA             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,PA
SOJA                                    ,4744,PA,PA             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,PA
SOJA                                    ,4744,PA,PA             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,PA
SOJA                                    ,4744,PA,PA             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,PA
SOJA                                    ,4744,PA,PA             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,PA
SOJA                                    ,4744,PA,PA             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,PA
SOJA                                    ,4744,PB,PB             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
SOJA                                    ,4744,PB,PB             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
SOJA                                    ,4744,PB,PB             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PB
SOJA                                    ,4744,PB,PB             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PB
SOJA                                    ,4744,PB,PB             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PB
SOJA                                    ,4744,PB,PB             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,PB
SOJA                                    ,4744,PB,PB             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,PB
SOJA                                    ,4744,PB,PB             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,PB
SOJA                                    ,4744,PB,PB             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,PB
SOJA                                    ,4744,PB,PB             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,PB
SOJA                                    ,4744,PB,PB             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,PB
SOJA                                    ,4744,PE,PE             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
SOJA                                    ,4744,PE,PE             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
SOJA                                    ,4744,PE,PE             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PE
SOJA                                    ,4744,PE,PE             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PE
SOJA                                    ,4744,PE,PE             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PE
SOJA                                    ,4744,PE,PE             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,PE
SOJA                                    ,4744,PE,PE             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,PE
SOJA                                    ,4744,PE,PE             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,PE
SOJA                                    ,4744,PE,PE             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,PE
SOJA                                    ,4744,PE,PE             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,PE
SOJA                                    ,4744,PE,PE             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,PE
SOJA                                    ,4744,PI,PI             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
SOJA                                    ,4744,PI,PI             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
SOJA                                    ,4744,PI,PI             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PI
SOJA                                    ,4744,PI,PI             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PI
SOJA                                    ,4744,PI,PI             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PI
SOJA                                    ,4744,PI,PI             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,PI
SOJA                                    ,4744,PI,PI             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,PI
SOJA                                    ,4744,PI,PI             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,PI
SOJA                                    ,4744,PI,PI             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,PI
SOJA                                    ,4744,PI,PI             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,PI
SOJA                                    ,4744,PI,PI             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,PI
SOJA                                    ,4744,PR,PR             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PR
SOJA                                    ,4744,PR,PR             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PR
SOJA                                    ,4744,PR,PR             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PR
SOJA                                    ,4744,PR,PR             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PR
SOJA                                    ,4744,PR,PR             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PR
SOJA                                    ,4744,PR,PR             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,PR
SOJA                                    ,4744,PR,PR             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,PR
SOJA                                    ,4744,PR,PR             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,PR
SOJA                                    ,4744,PR,PR             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,PR
SOJA                                    ,4744,PR,PR             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,PR
SOJA                                    ,4744,PR,PR             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,PR
SOJA                                    ,4744,RJ,RJ             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RJ
SOJA                                    ,4744,RJ,RJ             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RJ
SOJA                                    ,4744,RJ,RJ             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RJ
SOJA                                    ,4744,RJ,RJ             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RJ
SOJA                                    ,4744,RJ,RJ             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RJ
SOJA                                    ,4744,RJ,RJ             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,RJ
SOJA                                    ,4744,RJ,RJ             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,RJ
SOJA                                    ,4744,RJ,RJ             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,RJ
SOJA                                    ,4744,RJ,RJ             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,RJ
SOJA                                    ,4744,RJ,RJ             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,RJ
SOJA                                    ,4744,RJ,RJ             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,RJ
SOJA                                    ,4744,RN,RN             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
SOJA                                    ,4744,RN,RN             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
SOJA                                    ,4744,RN,RN             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RN
SOJA                                    ,4744,RN,RN             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RN
SOJA                                    ,4744,RN,RN             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RN
SOJA                                    ,4744,RN,RN             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,RN
SOJA                                    ,4744,RN,RN             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,RN
SOJA                                    ,4744,RN,RN             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,RN
SOJA                                    ,4744,RN,RN             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,RN
SOJA                                    ,4744,RN,RN             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,RN
SOJA                                    ,4744,RN,RN             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,RN
SOJA                                    ,4744,RO,RO             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RO
SOJA                                    ,4744,RO,RO             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RO
SOJA                                    ,4744,RO,RO             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RO
SOJA                                    ,4744,RO,RO             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RO
SOJA                                    ,4744,RO,RO             ,2018,1,2018,12,36.84,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RO
SOJA                                    ,4744,RO,RO             ,2019,1,2019,12,37.71,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf                                ,RO
SOJA                                    ,4744,RO,RO             ,2020,1,2020,12,43.28,60 kg                                                       ,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf                                ,RO
SOJA                                    ,4744,RO,RO             ,2021,1,2021,12,45.24,60 kg                                                       ,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf                                ,RO
SOJA                                    ,4744,RO,RO             ,2022,1,2022,12,55.55,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf                                ,RO
SOJA                                    ,4744,RO,RO             ,2024,1,2024,12,86.54,60 kg                                                       ,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445            ,RO
SOJA                                    ,4744,RO,RO             ,2025,1,2025,12,76.28,60 kg                                                       ,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980             ,RO
SOJA                                    ,4744,RR,RR             ,2014,1,2014,12,25.11,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RR
SOJA                                    ,4744,RR,RR             ,2015,1,2015,12,26.38,60 kg                                                       ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RR
SOJA                                    ,4744,RR,RR             ,2016,1,2016,12,27.72,60 kg                                                       ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RR
SOJA                                    ,4744,RR,RR             ,2017,1,2017,12,30.17,60 kg                                                       ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RR
