dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,6,1738,"445,0","0,256",06/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,6,335,"140,0","0,4179",06/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,7,1752,"420,0","0,2397",07/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,7,335,"155,0","0,4627",07/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,7,126,"120,0","0,9524",07/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,7,1738,"460,0","0,2647",07/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,8,335,"130,0","0,3881",08/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,8,126,"95,0","0,754",08/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,8,1752,"400,0","0,2283",08/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,8,1738,"435,0","0,2503",08/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,9,335,"130,0","0,3881",09/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,9,1752,"440,0","0,2511",09/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,9,126,"90,0","0,7143",09/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,9,1738,"470,0","0,2704",09/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,10,1752,"410,0","0,234",10/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,10,1738,"450,0","0,2589",10/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,10,126,"90,0","0,7143",10/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,10,335,"130,0","0,3881",10/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,11,1752,"420,0","0,2397",11/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,11,1738,"450,0","0,2589",11/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,11,335,"120,0","0,3582",11/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,11,126,"80,0","0,6349",11/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2023,12,335,"120,0","0,3582",12/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2023,12,1752,"400,0","0,2283",12/2023,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2023,12,126,"80,0","0,6349",12/2023,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2023,12,1738,"430,0","0,2474",12/2023,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,1,1752,"365,0","0,2083",01/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,1,1738,"370,0","0,2129",01/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,1,335,"110,0","0,3284",01/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2024,1,126,"80,0","0,6349",01/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,2,335,"110,0","0,3284",02/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,2,1738,"370,0","0,2129",02/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,2,1752,"365,0","0,2083",02/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,3,1752,"340,0","0,1941",03/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2024,3,126,"85,0","0,6746",03/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,3,1738,"360,0","0,2071",03/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,3,335,"115,0","0,3433",03/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2024,4,126,"85,0","0,6746",04/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,4,1752,"360,0","0,2055",04/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,4,1738,"370,0","0,2129",04/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,4,335,"120,0","0,3582",04/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,5,1738,"390,0","0,2244",05/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,5,1752,"370,0","0,2112",05/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,5,335,"120,0","0,3582",05/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,6,1752,"400,0","0,2283",06/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,6,335,"130,0","0,3881",06/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,6,1738,"420,0","0,2417",06/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,7,335,"120,0","0,3582",07/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,7,1752,"370,0","0,2112",07/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,7,1738,"390,0","0,2244",07/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,9,1752,"320,0","0,1826",09/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,9,1738,"340,0","0,1956",09/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,9,335,"120,0","0,3582",09/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,10,1752,"300,0","0,1712",10/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,10,1738,"330,0","0,1899",10/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,10,335,"115,0","0,3433",10/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,11,1738,"310,0","0,1784",11/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,11,1752,"290,0","0,1655",11/2024,PR        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,11,335,"100,0","0,2985",11/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,SANTOS-SP                                         ,3548500,SP        ,2024,12,1605,"290,0","0,1807",12/2024,SP        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2024,12,334,"110,0","0,3293",12/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2024,12,129,"80,0","0,6202",12/2024,MT        
PESQUISA                        ,PRIMAVERA DO LESTE-MT                             ,5107040,MT        ,PARANAGUÁ-PR                                      ,4118204,PR        ,2024,12,1686,"280,0","0,1661",12/2024,PR        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2015,10,1141,"150,0","0,1315",10/2015,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2015,10,1847,"280,0","0,1516",10/2015,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2015,10,2242,"290,0","0,1293",10/2015,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2015,10,1194,"190,0","0,1591",10/2015,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2015,11,1847,"260,0","0,1408",11/2015,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2015,11,2242,"285,0","0,1271",11/2015,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2015,11,1194,"180,0","0,1508",11/2015,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2015,11,1141,"150,0","0,1315",11/2015,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2015,12,2242,"285,0","0,1271",12/2015,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2015,12,1141,"140,0","0,1227",12/2015,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2015,12,1194,"175,0","0,1466",12/2015,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2015,12,1847,"280,0","0,1516",12/2015,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,1,1847,"270,0","0,1462",01/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,1,2242,"285,0","0,1271",01/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,1,1194,"175,0","0,1466",01/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,1,1141,"140,0","0,1227",01/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,2,2242,"290,0","0,1293",02/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,2,1847,"280,0","0,1516",02/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,2,1141,"180,0","0,1578",02/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,2,1194,"195,0","0,1633",02/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,3,2242,"300,0","0,1338",03/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,3,1194,"195,0","0,1633",03/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,3,1141,"180,0","0,1578",03/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,3,1847,"290,0","0,157",03/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,4,1847,"280,0","0,1516",04/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,4,2242,"280,0","0,1249",04/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,4,1194,"180,0","0,1508",04/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,4,1141,"160,0","0,1402",04/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,5,1847,"250,0","0,1354",05/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,5,1141,"150,0","0,1315",05/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,5,1194,"165,0","0,1382",05/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,5,2242,"265,0","0,1182",05/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,6,1847,"265,0","0,1435",06/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,6,1194,"170,0","0,1424",06/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,6,2242,"280,0","0,1249",06/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,6,1141,"150,0","0,1315",06/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,7,1847,"265,0","0,1435",07/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,7,1194,"170,0","0,1424",07/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,7,2242,"280,0","0,1249",07/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,7,1141,"150,0","0,1315",07/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,8,1194,"165,0","0,1382",08/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,8,1141,"140,0","0,1227",08/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,8,1847,"225,0","0,1218",08/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,8,2242,"275,0","0,1227",08/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,9,2242,"240,0","0,107",09/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,9,1194,"130,0","0,1089",09/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,9,1141,"125,0","0,1096",09/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,9,1847,"200,0","0,1083",09/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,10,2242,"235,0","0,1048",10/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,10,1194,"125,0","0,1047",10/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,10,1141,"125,0","0,1096",10/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,10,1847,"195,0","0,1056",10/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,11,1194,"130,0","0,1089",11/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,11,2242,"240,0","0,107",11/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,11,1141,"125,0","0,1096",11/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,11,1847,"195,0","0,1056",11/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2016,12,2242,"245,0","0,1093",12/2016,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2016,12,1847,"205,0","0,111",12/2016,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2016,12,1141,"135,0","0,1183",12/2016,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2016,12,1194,"135,0","0,1131",12/2016,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,1,2242,"275,0","0,1227",01/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,1,1194,"165,0","0,1382",01/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,1,1141,"150,0","0,1315",01/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,1,1847,"220,0","0,1191",01/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,2,1847,"320,0","0,1733",02/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,2,1141,"180,0","0,1578",02/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,2,1194,"200,0","0,1675",02/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,2,2242,"340,0","0,1517",02/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,3,1194,"180,0","0,1508",03/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,3,1847,"280,0","0,1516",03/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,3,1141,"160,0","0,1402",03/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,3,2242,"300,0","0,1338",03/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,4,1141,"170,0","0,149",04/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,4,1847,"275,0","0,1489",04/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,4,1194,"185,0","0,1549",04/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,4,2242,"320,0","0,1427",04/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,5,2242,"300,0","0,13",05/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,5,1194,"185,0","0,15",05/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,5,1847,"285,0","0,15",05/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,5,1141,"175,0","0,15",05/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,6,1194,"185,0","0,1549",06/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,6,1847,"295,0","0,1597",06/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,6,1141,"175,0","0,1534",06/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,6,2242,"300,0","0,1338",06/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,7,1141,"180,0","0,1578",07/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,7,1194,"190,0","0,1591",07/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,7,1847,"300,0","0,1624",07/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,7,2242,"320,0","0,1427",07/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,8,2242,"325,0","0,145",08/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,8,1141,"185,0","0,1621",08/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,8,1847,"305,0","0,1651",08/2017,SP        
