dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2022,12,810,"237,0","0,2926",12/2022,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,1,810,"253,0","0,3123",01/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,1,589,"175,0","0,2971",01/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,2,589,"180,0","0,3056",02/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,2,810,"265,0","0,3272",02/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,3,810,"278,0","0,3432",03/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,3,589,"180,0","0,3056",03/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,4,589,"190,0","0,3226",04/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,4,810,"242,0","0,2988",04/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,5,810,"248,0","0,3062",05/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,5,589,"175,0","0,2971",05/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,6,589,"179,0","0,3047",06/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,6,810,"264,0","0,3254",06/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,7,810,"250,0","0,3086",07/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,7,589,"175,0","0,2971",07/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,8,589,"185,0","0,3141",08/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,8,810,"268,0","0,3309",08/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,9,589,"235,0","0,399",09/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,9,810,"295,0","0,3642",09/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,10,589,"190,0","0,3226",10/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,10,810,"268,0","0,3309",10/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,11,810,"240,0","0,2963",11/2023,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2023,11,589,"180,0","0,3056",11/2023,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,1,589,"165,0","0,2801",01/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,1,810,"225,0","0,2778",01/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,2,810,"217,0","0,2679",02/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,2,589,"187,0","0,3175",02/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,3,810,"218,0","0,2691",03/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,3,589,"168,0","0,2852",03/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,4,810,"210,0","0,2589",04/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,4,589,"175,0","0,2971",04/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,5,810,"228,0","0,2809",05/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,5,589,"190,0","0,3226",05/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,6,810,"235,0","0,2901",06/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,6,589,"198,0","0,3353",06/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,7,589,"215,0","0,365",07/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,7,810,"253,0","0,3117",07/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,8,810,"265,0","0,3272",08/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,8,589,"230,0","0,3905",08/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,9,589,"188,0","0,3183",09/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,9,810,"231,0","0,2853",09/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,10,810,"227,0","0,2802",10/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,10,589,"179,0","0,3039",10/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,11,589,"161,0","0,2733",11/2024,PI        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,11,810,"201,0","0,2481",11/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2024,12,810,"194,0","0,2395",12/2024,MA        
PESQUISA                        ,BAIXA GRANDE DO RIBEIRO-PI                        ,2201150,PI        ,TERESINA-PI                                       ,2211001,PI        ,2024,12,589,"158,0","0,2683",12/2024,PI        
PESQUISA                        ,BALSAS-MA                                         ,2101400,MA        ,BARCARENA-PA                                      ,1501303,PA        ,2023,2,963,"240,0","0,2492",02/2023,PA        
PESQUISA                        ,BALSAS-MA                                         ,2101400,MA        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2023,2,804,"190,0","0,2363",02/2023,MA        
PESQUISA                        ,BALSAS-MA                                         ,2101400,MA        ,PORTO FRANCO-MA                                   ,2109007,MA        ,2023,2,294,"85,0","0,2891",02/2023,MA        
