municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
SAPEZAL-MT                                        ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2020,Novembro,3806,"398,55","0,1047"
SAPEZAL-MT                                        ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2020,Novembro,3688,"398,58","0,1081"
SAPEZAL-MT                                        ,MT        ,MACEIÓ-AL                                         ,AL        ,2020,Novembro,3465,"409,0","0,118"
SAPEZAL-MT                                        ,MT        ,TERESINA-PI                                       ,PI        ,2020,Novembro,2182,"331,83","0,1521"
SAPEZAL-MT                                        ,MT        ,PARNAÍBA-PI                                       ,PI        ,2020,Novembro,2480,"368,71","0,1487"
SAPEZAL-MT                                        ,MT        ,RECIFE-PE                                         ,PE        ,2020,Novembro,3689,"420,29","0,1139"
SAPEZAL-MT                                        ,MT        ,SANTA ROSA-RS                                     ,RS        ,2020,Dezembro,2399,"299,59","0,1249"
SAPEZAL-MT                                        ,MT        ,RECIFE-PE                                         ,PE        ,2021,Março,3688,"461,66","0,1252"
SAPEZAL-MT                                        ,MT        ,CAICÓ-RN                                          ,RN        ,2021,Março,3717,"511,63","0,1376"
SAPEZAL-MT                                        ,MT        ,BOA VISTA-RR                                      ,RR        ,2021,Março,950,"518,5","0,5458"
SAPEZAL-MT                                        ,MT        ,MANAUS-AM                                         ,AM        ,2021,Março,950,"383,33","0,4035"
SAPEZAL-MT                                        ,MT        ,AÇU-RN                                            ,RN        ,2021,Março,3803,"490,98","0,1291"
SAPEZAL-MT                                        ,MT        ,NATAL-RN                                          ,RN        ,2021,Março,3975,"470,19","0,1183"
SAPEZAL-MT                                        ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2021,Março,3806,"444,67","0,1168"
SAPEZAL-MT                                        ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2021,Março,3688,"460,0","0,1247"
SAPEZAL-MT                                        ,MT        ,RIO BRANCO-AC                                     ,AC        ,2021,Março,1458,"223,32","0,1532"
SAPEZAL-MT                                        ,MT        ,MACEIÓ-AL                                         ,AL        ,2021,Março,3464,"459,5","0,1327"
SAPEZAL-MT                                        ,MT        ,MOSSORÓ-RN                                        ,RN        ,2021,Março,3779,"490,77","0,1299"
SAPEZAL-MT                                        ,MT        ,PATOS-PB                                          ,PB        ,2021,Março,3663,"453,32","0,1238"
SAPEZAL-MT                                        ,MT        ,UMARIZAL-RN                                       ,RN        ,2021,Março,3693,"490,77","0,1329"
SAPEZAL-MT                                        ,MT        ,ARCOVERDE-PE                                      ,PE        ,2021,Março,3481,"458,34","0,1317"
SAPEZAL-MT                                        ,MT        ,CURRAIS NOVOS-RN                                  ,RN        ,2021,Março,3805,"486,29","0,1278"
SAPEZAL-MT                                        ,MT        ,SOBRAL-CE                                         ,CE        ,2021,Maio,3417,"467,08","0,1367"
SAPEZAL-MT                                        ,MT        ,PARNAÍBA-PI                                       ,PI        ,2021,Maio,3392,"484,14","0,1427"
SAPEZAL-MT                                        ,MT        ,JUAZEIRO DO NORTE-CE                              ,CE        ,2021,Maio,3292,"478,84","0,1455"
SAPEZAL-MT                                        ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2021,Maio,3400,"441,0","0,1297"
SAPEZAL-MT                                        ,MT        ,IGUATU-CE                                         ,CE        ,2021,Maio,3344,"459,29","0,1373"
SAPEZAL-MT                                        ,MT        ,ICÓ-CE                                            ,CE        ,2021,Maio,3467,"440,89","0,1272"
SAPEZAL-MT                                        ,MT        ,NATAL-RN                                          ,RN        ,2021,Agosto,3971,"435,67","0,1097"
SAPEZAL-MT                                        ,MT        ,AÇU-RN                                            ,RN        ,2021,Agosto,3645,"434,13","0,1191"
SAPEZAL-MT                                        ,MT        ,CAICÓ-RN                                          ,RN        ,2021,Agosto,3553,"427,38","0,1203"
SAPEZAL-MT                                        ,MT        ,PALMEIRA DOS ÍNDIOS-AL                            ,AL        ,2021,Agosto,3444,"396,33","0,1151"
SIDROLÂNDIA-MS                                    ,MS        ,MOSSORÓ-RN                                        ,RN        ,2014,Janeiro,3705,"343,75","0,0928"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Agosto,1131,"142,5","0,126"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Agosto,1600,"205,0","0,1281"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Agosto,1111,"160,0","0,144"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Agosto,556,"92,67","0,1667"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Setembro,1131,"141,5","0,1251"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Setembro,1600,"197,5","0,1234"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Setembro,1111,"160,0","0,144"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Setembro,556,"88,0","0,1583"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Outubro,556,"92,83","0,167"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Outubro,1600,"195,0","0,1219"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Outubro,1131,"135,85","0,1201"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Outubro,1111,"145,0","0,1305"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2021,Dezembro,1600,"211,67","0,1323"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2021,Dezembro,556,"101,5","0,1826"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2021,Dezembro,1131,"164,75","0,1457"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2021,Dezembro,1111,"155,0","0,1395"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Janeiro,1111,"180,0","0,162"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Janeiro,556,"95,0","0,1709"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Janeiro,1600,"250,0","0,1563"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Janeiro,1131,"169,25","0,1496"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Fevereiro,1600,"280,85","0,1755"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Fevereiro,556,"125,68","0,226"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Fevereiro,1111,"221,24","0,1991"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Fevereiro,1131,"193,76","0,1713"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Março,1111,"260,0","0,234"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Março,556,"125,0","0,2248"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Março,1131,"197,0","0,1742"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Março,1600,"270,13","0,1688"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Abril,1111,"217,0","0,1953"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Abril,556,"123,67","0,2224"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Abril,1600,"266,0","0,1663"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Abril,1131,"186,84","0,1652"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Maio,1111,"202,83","0,1826"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Maio,556,"103,0","0,1853"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Maio,1131,"205,0","0,1813"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Maio,1600,"268,0","0,1675"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Junho,1131,"227,75","0,2014"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Junho,1600,"292,0","0,1825"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Junho,556,"142,5","0,2563"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Junho,1111,"258,5","0,2327"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Julho,1111,"334,11","0,3007"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Julho,1600,"330,0","0,2063"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Julho,1131,"270,46","0,2391"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Julho,556,"163,22","0,2936"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Agosto,556,"158,3","0,2847"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Agosto,1600,"278,72","0,1742"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Agosto,1111,"315,75","0,2842"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Agosto,1131,"289,5","0,256"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Setembro,1600,"274,21","0,1714"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Setembro,556,"129,2","0,2324"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Setembro,1131,"271,75","0,2403"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Setembro,1111,"288,48","0,2597"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Outubro,1111,"235,0","0,2115"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Outubro,1131,"206,0","0,1821"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Outubro,556,"126,75","0,228"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Outubro,1600,"235,0","0,1469"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Novembro,1600,"235,0","0,1469"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Novembro,1111,"230,0","0,207"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Novembro,556,"135,0","0,2428"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Novembro,1131,"204,6","0,1809"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2022,Dezembro,556,"137,0","0,2464"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2022,Dezembro,1600,"240,0","0,15"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2022,Dezembro,1131,"197,5","0,1746"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2022,Dezembro,1111,"265,0","0,2385"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Janeiro,1131,"250,0","0,221"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Janeiro,556,"134,0","0,241"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Janeiro,1600,"300,0","0,1875"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Janeiro,1111,"264,0","0,2376"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Fevereiro,1111,"290,5","0,2615"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Fevereiro,1131,"250,0","0,221"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Fevereiro,556,"160,0","0,2878"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Fevereiro,1600,"352,5","0,2203"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Março,556,"160,0","0,2878"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Março,1131,"274,78","0,243"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Março,1111,"315,0","0,2835"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Março,1600,"367,5","0,2297"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Abril,1131,"250,33","0,2213"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Abril,556,"133,67","0,2404"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Abril,1111,"278,0","0,2502"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Abril,1600,"288,5","0,1803"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Maio,1600,"300,0","0,1875"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Maio,556,"127,0","0,2284"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Maio,1131,"263,44","0,2329"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Maio,1111,"255,0","0,2295"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Junho,1111,"267,0","0,2403"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Junho,1600,"287,0","0,1792"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Junho,556,"134,0","0,2404"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Junho,1131,"228,0","0,2011"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Julho,556,"130,0","0,2344"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Julho,1131,"245,0","0,217"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Julho,1600,"293,0","0,1833"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Julho,1111,"261,0","0,2349"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Agosto,556,"162,0","0,292"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Agosto,1600,"393,0","0,2456"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Agosto,1131,"285,0","0,2517"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Agosto,1111,"319,0","0,2874"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Setembro,556,"148,0","0,2662"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Setembro,1131,"270,0","0,2385"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Setembro,1600,"391,0","0,2446"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Setembro,1111,"357,0","0,3217"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Outubro,1111,"302,0","0,2718"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Outubro,1131,"274,0","0,242"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Outubro,556,"147,0","0,264"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Outubro,1600,"360,0","0,2248"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Novembro,1111,"317,0","0,2851"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Novembro,1131,"259,0","0,2288"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Novembro,556,"133,0","0,2383"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Novembro,1600,"335,0","0,2094"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2023,Dezembro,556,"133,0","0,2383"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2023,Dezembro,1600,"328,0","0,205"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2023,Dezembro,1111,"305,0","0,2743"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2023,Dezembro,1131,"235,0","0,2078"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Janeiro,1131,"227,0","0,2005"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Janeiro,556,"128,0","0,2298"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Janeiro,1600,"316,0","0,1977"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Janeiro,1111,"256,0","0,23"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Fevereiro,1111,"260,0","0,2338"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Fevereiro,556,"135,0","0,2419"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Fevereiro,1131,"228,0","0,2016"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Fevereiro,1600,"316,0","0,1977"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Março,1600,"298,0","0,1859"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Março,556,"120,0","0,2158"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Março,1111,"240,0","0,2157"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Março,1131,"226,0","0,2001"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Abril,1111,"210,0","0,189"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Abril,1131,"198,0","0,1754"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Abril,1600,"280,0","0,175"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Abril,556,"119,0","0,2131"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Maio,1111,"238,0","0,2142"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Maio,1131,"220,0","0,1941"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Maio,556,"116,0","0,2083"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Maio,1600,"268,0","0,1675"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Junho,556,"122,0","0,2188"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Junho,1600,"268,0","0,1675"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Junho,1111,"237,0","0,2133"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Junho,1131,"240,0","0,2124"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Julho,556,"117,0","0,2104"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Julho,1131,"237,0","0,2095"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Julho,1600,"270,0","0,1688"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Julho,1111,"239,0","0,2154"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Agosto,1111,"243,0","0,2187"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Agosto,1131,"242,0","0,2135"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Agosto,556,"120,0","0,2158"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Agosto,1600,"270,0","0,1688"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Setembro,1131,"230,0","0,2034"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Setembro,1600,"260,0","0,1625"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Setembro,1111,"228,0","0,2052"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Setembro,556,"112,0","0,2014"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Outubro,1111,"231,0","0,2079"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Outubro,556,"112,0","0,2014"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Outubro,1600,"260,0","0,1625"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Outubro,1131,"229,0","0,2023"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Novembro,1111,"224,0","0,2016"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Novembro,1600,"238,0","0,1488"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Novembro,556,"107,0","0,1924"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Novembro,1131,"223,0","0,1972"
SIDROLÂNDIA-MS                                    ,MS        ,MARINGÁ-PR                                        ,PR        ,2024,Dezembro,556,"108,0","0,1942"
SIDROLÂNDIA-MS                                    ,MS        ,PARANAGUÁ-PR                                      ,PR        ,2024,Dezembro,1131,"200,0","0,1768"
SIDROLÂNDIA-MS                                    ,MS        ,SANTOS-SP                                         ,SP        ,2024,Dezembro,1111,"224,0","0,2016"
SIDROLÂNDIA-MS                                    ,MS        ,RIO GRANDE-RS                                     ,RS        ,2024,Dezembro,1600,"227,0","0,1419"
SINOP-MT                                          ,MT        ,QUIXADÁ-CE                                        ,CE        ,2014,Janeiro,4164,"393,8","0,0946"
SINOP-MT                                          ,MT        ,MARACANAÚ-CE                                      ,CE        ,2014,Janeiro,4224,"370,9","0,0878"
SINOP-MT                                          ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2014,Janeiro,4071,"377,0","0,0926"
SINOP-MT                                          ,MT        ,NATAL-RN                                          ,RN        ,2014,Janeiro,4077,"386,06","0,0947"
SINOP-MT                                          ,MT        ,MORADA NOVA-CE                                    ,CE        ,2014,Janeiro,4069,"392,5","0,0965"
SINOP-MT                                          ,MT        ,LAJES-RN                                          ,RN        ,2014,Janeiro,4172,"393,04","0,0942"
SINOP-MT                                          ,MT        ,QUIXERAMOBIM-CE                                   ,CE        ,2014,Janeiro,4098,"391,67","0,0956"
SINOP-MT                                          ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2014,Janeiro,4071,"380,0","0,0933"
SINOP-MT                                          ,MT        ,MOSSORÓ-RN                                        ,RN        ,2014,Janeiro,4077,"380,0","0,0932"
SINOP-MT                                          ,MT        ,RUSSAS-CE                                         ,CE        ,2014,Janeiro,4085,"389,3","0,0953"
SINOP-MT                                          ,MT        ,RECIFE-PE                                         ,PE        ,2014,Janeiro,3999,"376,0","0,094"
SINOP-MT                                          ,MT        ,PATOS-PB                                          ,PB        ,2014,Janeiro,3928,"375,0","0,0955"
SINOP-MT                                          ,MT        ,PICOS-PI                                          ,PI        ,2014,Maio,3469,"322,2","0,0929"
SINOP-MT                                          ,MT        ,ARCOVERDE-PE                                      ,PE        ,2014,Maio,3834,"369,0","0,0962"
SINOP-MT                                          ,MT        ,RIBEIRA DO POMBAL-BA                              ,BA        ,2014,Maio,3408,"358,0","0,105"
SINOP-MT                                          ,MT        ,PEDRA PRETA-MT                                    ,MT        ,2014,Julho,777,"87,09","0,1121"
SINOP-MT                                          ,MT        ,PARNAÍBA-PI                                       ,PI        ,2014,Julho,3939,"349,96","0,0888"
SINOP-MT                                          ,MT        ,TERESINA-PI                                       ,PI        ,2014,Julho,3583,"338,5","0,0945"
SINOP-MT                                          ,MT        ,AÇU-RN                                            ,RN        ,2014,Julho,4093,"344,67","0,0842"
SINOP-MT                                          ,MT        ,MOSSORÓ-RN                                        ,RN        ,2014,Julho,4077,"337,0","0,0827"
SINOP-MT                                          ,MT        ,UMARIZAL-RN                                       ,RN        ,2014,Julho,3963,"336,25","0,0848"
SINOP-MT                                          ,MT        ,CAICÓ-RN                                          ,RN        ,2014,Julho,4023,"339,75","0,0845"
SINOP-MT                                          ,MT        ,LAVRAS DA MANGABEIRA-CE                           ,CE        ,2014,Julho,3827,"338,33","0,0884"
