municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2019,Novembro,2242,"270,0","0,1204"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2019,Novembro,1194,"160,0","0,134"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2019,Novembro,1141,"160,0","0,1402"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2019,Novembro,1847,"260,0","0,1408"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2019,Dezembro,1194,"165,0","0,1382"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2019,Dezembro,2242,"280,0","0,1249"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2019,Dezembro,1847,"270,0","0,1462"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2019,Dezembro,1141,"165,0","0,1446"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Janeiro,1847,"280,0","0,1516"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Janeiro,2242,"285,0","0,1271"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Janeiro,1194,"170,0","0,1424"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Janeiro,1141,"170,0","0,149"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Fevereiro,1141,"185,0","0,1621"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Fevereiro,1194,"185,0","0,1549"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Fevereiro,2242,"305,0","0,136"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Fevereiro,1847,"300,0","0,1624"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Março,1847,"300,0","0,1624"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Março,1141,"185,0","0,1621"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Março,1194,"190,0","0,1591"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Março,2242,"310,0","0,1383"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Abril,2242,"315,0","0,1405"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Abril,1847,"305,0","0,1651"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Abril,1141,"185,0","0,1621"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Abril,1194,"185,0","0,1549"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Maio,1847,"290,0","0,157"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Maio,2242,"300,0","0,1338"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Maio,1194,"180,0","0,1508"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Maio,1141,"180,0","0,1578"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Junho,2242,"315,0","0,1405"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Junho,1141,"190,0","0,1665"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Junho,1194,"185,0","0,1549"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Junho,1847,"310,0","0,1678"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Julho,1847,"310,0","0,1678"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Julho,2242,"330,0","0,1472"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Julho,1141,"190,0","0,1665"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Julho,1194,"190,0","0,1591"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Agosto,1194,"175,0","0,1466"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Agosto,1141,"170,0","0,149"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Agosto,1847,"290,0","0,157"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Agosto,2242,"305,0","0,136"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Setembro,1847,"270,0","0,1462"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Setembro,1141,"170,0","0,149"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Setembro,1194,"170,0","0,1424"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Setembro,2242,"280,0","0,1249"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Outubro,1141,"155,0","0,1358"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Outubro,2242,"270,0","0,1204"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Outubro,1847,"260,0","0,1408"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Outubro,1194,"160,0","0,134"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Novembro,2242,"250,0","0,1115"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Novembro,1141,"150,0","0,1315"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Novembro,1194,"160,0","0,134"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Novembro,1847,"260,0","0,1408"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2020,Dezembro,1141,"145,0","0,1271"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2020,Dezembro,2242,"240,0","0,107"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2020,Dezembro,1194,"150,0","0,1256"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2020,Dezembro,1847,"250,0","0,1354"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Janeiro,1194,"160,0","0,134"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Janeiro,2242,"260,0","0,116"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Janeiro,1141,"160,0","0,1402"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Janeiro,1847,"270,0","0,1462"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Fevereiro,1194,"210,0","0,1759"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Fevereiro,1847,"310,0","0,1678"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Fevereiro,1141,"220,0","0,1928"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Fevereiro,2242,"330,0","0,1472"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Março,1194,"260,0","0,2178"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Março,2242,"370,0","0,165"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Março,1847,"360,0","0,1949"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Março,1141,"260,0","0,2279"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Abril,1141,"210,0","0,184"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Abril,2242,"330,0","0,1472"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Abril,1194,"220,0","0,1843"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Abril,1847,"310,0","0,1678"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Maio,1847,"290,0","0,157"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Maio,1194,"200,0","0,1675"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Maio,2242,"310,0","0,1383"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Maio,1141,"200,0","0,1753"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Junho,1194,"215,0","0,1801"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Junho,1847,"300,0","0,1624"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Junho,1141,"210,0","0,184"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Junho,2242,"310,0","0,1383"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Julho,1847,"300,0","0,1624"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Julho,2242,"300,0","0,1338"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Julho,1194,"205,0","0,1717"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Julho,1141,"190,0","0,1665"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Agosto,1847,"290,0","0,157"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Agosto,1194,"200,0","0,1675"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Agosto,1141,"190,0","0,1665"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Agosto,2242,"290,0","0,1293"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Setembro,2242,"290,0","0,1293"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Setembro,1141,"180,0","0,1578"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Setembro,1847,"285,0","0,1543"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Setembro,1194,"185,0","0,1549"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Outubro,2242,"305,0","0,136"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Outubro,1194,"190,0","0,1591"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Outubro,1141,"190,0","0,1665"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Outubro,1847,"300,0","0,1624"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Novembro,1141,"205,0","0,1797"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Novembro,1847,"320,0","0,1733"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Novembro,2242,"310,0","0,1383"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Novembro,1194,"195,0","0,1633"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2021,Dezembro,2242,"335,0","0,1494"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2021,Dezembro,1847,"330,0","0,1787"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2021,Dezembro,1141,"225,0","0,1972"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2021,Dezembro,1194,"205,0","0,1717"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Janeiro,1194,"270,0","0,2261"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Janeiro,1847,"390,0","0,2112"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Janeiro,1141,"270,0","0,2366"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Janeiro,2242,"390,0","0,174"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Fevereiro,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Fevereiro,1194,"290,0","0,2429"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Fevereiro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Fevereiro,1847,"390,0","0,2112"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Março,1194,"290,0","0,2429"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Março,1847,"380,0","0,2057"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Março,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Março,2242,"440,0","0,1963"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Abril,1847,"380,0","0,2057"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Abril,2242,"420,0","0,1873"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Abril,1194,"285,0","0,2387"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Abril,1141,"310,0","0,2717"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Maio,1194,"270,0","0,2261"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Maio,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Maio,1847,"420,0","0,2274"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Maio,2242,"470,0","0,2096"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Junho,1847,"500,0","0,2707"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Junho,1141,"390,0","0,3418"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Junho,2242,"520,0","0,2319"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Junho,1194,"335,0","0,2806"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Julho,2242,"490,0","0,2186"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Julho,1141,"385,0","0,3374"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Julho,1194,"345,0","0,2889"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Julho,1847,"490,0","0,2653"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Agosto,1141,"340,0","0,298"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Agosto,1847,"480,0","0,2599"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Agosto,1194,"305,0","0,2554"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Agosto,2242,"480,0","0,2141"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Setembro,1847,"430,0","0,2328"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Setembro,1194,"240,0","0,201"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Setembro,1141,"280,0","0,2454"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Setembro,2242,"420,0","0,1873"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Outubro,1847,"415,0","0,2247"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Outubro,1194,"250,0","0,2094"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Outubro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Outubro,1141,"300,0","0,2629"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Novembro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Novembro,1847,"405,0","0,2193"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Novembro,1141,"290,0","0,2542"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Novembro,1194,"240,0","0,201"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2022,Dezembro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2022,Dezembro,1141,"290,0","0,2542"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2022,Dezembro,1194,"240,0","0,201"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2022,Dezembro,1847,"405,0","0,2193"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Janeiro,1847,"435,0","0,2355"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Janeiro,1194,"280,0","0,2345"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Janeiro,2242,"495,0","0,2208"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Janeiro,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Fevereiro,1194,"290,0","0,2429"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Fevereiro,1847,"460,0","0,2491"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Fevereiro,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Fevereiro,2242,"510,0","0,2275"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Março,1194,"280,0","0,2345"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Março,2242,"470,0","0,2096"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Março,1847,"460,0","0,2491"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Março,1141,"290,0","0,2542"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Abril,1847,"445,0","0,2409"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Abril,1194,"275,0","0,2303"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Abril,2242,"455,0","0,2029"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Abril,1141,"280,0","0,2454"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Maio,1194,"280,0","0,2345"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Maio,2242,"470,0","0,2096"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Maio,1141,"285,0","0,2498"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Maio,1847,"465,0","0,2518"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Junho,1141,"285,0","0,2498"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Junho,1194,"300,0","0,2513"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Junho,2242,"495,0","0,2208"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Junho,1847,"490,0","0,2653"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Julho,2242,"510,0","0,2275"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Julho,1141,"300,0","0,2629"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Julho,1847,"510,0","0,2761"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Julho,1194,"330,0","0,2764"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Agosto,1847,"480,0","0,2599"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Agosto,1141,"275,0","0,241"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Agosto,1194,"300,0","0,2513"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Agosto,2242,"490,0","0,2186"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Setembro,1141,"320,0","0,2805"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Setembro,1847,"530,0","0,287"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Setembro,2242,"510,0","0,2275"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Setembro,1194,"330,0","0,2764"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Outubro,2242,"480,0","0,2141"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Outubro,1847,"500,0","0,2707"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Outubro,1141,"300,0","0,2629"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Outubro,1194,"310,0","0,2596"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Novembro,1141,"300,0","0,2629"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Novembro,2242,"470,0","0,2096"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Novembro,1194,"300,0","0,2513"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Novembro,1847,"500,0","0,2707"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2023,Dezembro,1194,"270,0","0,2261"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2023,Dezembro,1141,"280,0","0,2454"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2023,Dezembro,2242,"450,0","0,2007"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2023,Dezembro,1847,"480,0","0,2599"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Janeiro,1847,"420,0","0,2274"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Janeiro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Janeiro,1194,"260,0","0,2178"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Janeiro,1141,"250,0","0,2191"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Fevereiro,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Fevereiro,1194,"260,0","0,2178"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Fevereiro,1141,"250,0","0,2191"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Fevereiro,1847,"420,0","0,2274"
QUERÊNCIA-MT                                      ,MT        ,SANTOS-SP                                         ,SP        ,2024,Março,1847,"400,0","0,2166"
QUERÊNCIA-MT                                      ,MT        ,ARAGUARI-MG                                       ,MG        ,2024,Março,1141,"240,0","0,2103"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Março,1194,"250,0","0,2094"
QUERÊNCIA-MT                                      ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2024,Março,2242,"430,0","0,1918"
QUERÊNCIA-MT                                      ,MT        ,COLINAS DO TOCANTINS-TO                           ,TO        ,2024,Abril,1194,"260,0","0,2178"
