produto,classificao_produto,id_produto,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,10.29
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.38
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,2,ATACADO                                                     ,18.29
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.38
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.38
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.0
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.0
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,12.64
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.95
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.0
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,RS        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.58
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,RS        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.87
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SC        ,SUL            ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.48
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,14.88
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.91
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.14
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,12.57
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,3,ATACADO                                                     ,18.95
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.91
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,27.14
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.43
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,22.19
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.38
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.91
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,RS        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.62
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,RS        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.19
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SC        ,SUL            ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,14.72
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.5
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.0
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,4,ATACADO                                                     ,19.0
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.0
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.0
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.0
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,25.5
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,22.63
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,29.38
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,27.25
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,RS        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.0
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,RS        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.25
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SC        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.77
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SC        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.88
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SC        ,SUL            ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.94
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.3
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,12.0
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.0
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.0
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,5,ATACADO                                                     ,19.0
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.0
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,27.04
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,25.5
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,28.94
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.38
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.75
ALHO                     ,NOBRE 7 EXTRA ROXO  ,7610,RS        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,14.78
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,RS        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,12.78
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,SC        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.13
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,SC        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.65
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,SC        ,SUL            ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.42
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.0
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.5
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.5
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,6,ATACADO                                                     ,19.0
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,13.13
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.5
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.69
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,28.94
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,26.63
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,22.31
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.75
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.19
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,12.33
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,7,ATACADO                                                     ,20.96
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.83
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.83
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.83
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.95
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,27.22
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,21.82
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.27
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.24
ALHO                     ,COMUM               ,5361,BA        ,NORDESTE       ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,25.5
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.5
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,9.09
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.55
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.55
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,8,ATACADO                                                     ,23.32
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.55
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.5
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,21.73
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.39
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.0
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.29
ALHO                     ,COMUM               ,5361,BA        ,NORDESTE       ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,26.38
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.5
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.15
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,9,ATACADO                                                     ,23.0
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.15
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,8.79
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.15
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,21.75
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.0
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.88
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,15.0
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.0
ALHO                     ,COMUM               ,5361,BA        ,NORDESTE       ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,23.52
ALHO                     ,COMUM               ,5361,DF        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.3
ALHO                     ,ROXO NOBRE ESPECIAL ,10067,GO        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.6
ALHO                     ,COMUM               ,5361,GO        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,9.35
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,GO        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.37
ALHO                     ,NACIONAL            ,5358,GO        ,CENTRO-OESTE   ,2024,10,ATACADO                                                     ,21.78
ALHO                     ,ROXO NOBRE COMERCIAL,10066,GO        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.6
ALHO                     ,NOBRE 4 EXTRA ROXO  ,7619,MG        ,SUDESTE        ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,14.67
ALHO                     ,NOBRE 7 COMERCIAL RO,7612,MG        ,SUDESTE        ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,24.07
ALHO                     ,NOBRE 5 EXTRA ROXO  ,7616,MG        ,SUDESTE        ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.3
ALHO                     ,NOBRE 6 EXTRA ROXO  ,7613,MG        ,SUDESTE        ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.96
ALHO                     ,NOBRE               ,5362,PR        ,SUL            ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,16.67
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.5
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.0
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.2
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.54
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.2
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.5
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.4
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.33
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.53
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.0
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.8
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.35
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.63
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.37
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.58
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.37
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.34
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.38
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.28
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.1
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,AM        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.2
AMENDOA DE ANDIROBA      ,NÃO INFORMADO       ,10211,PA        ,NORTE          ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,1.07
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.55
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,38.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,2,PREÇO RECEBIDO P/ PRODUTOR                                  ,31.07
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,3,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.12
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,4,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,5,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,6,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2024,7,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2024,8,PREÇO RECEBIDO P/ PRODUTOR                                  ,30.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,36.25
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,29.75
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2024,9,PREÇO RECEBIDO P/ PRODUTOR                                  ,35.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,GO        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,40.03
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MG        ,SUDESTE        ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,29.0
AMENDOA DE BARU          ,NÃO INFORMADO       ,9597,MT        ,CENTRO-OESTE   ,2024,10,PREÇO RECEBIDO P/ PRODUTOR                                  ,36.65
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,BA        ,NORDESTE       ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.44
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,ES        ,SUDESTE        ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.22
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,PA        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.63
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,RO        ,NORTE          ,2023,11,PREÇO RECEBIDO P/ PRODUTOR                                  ,17.26
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,AM        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.0
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,BA        ,NORDESTE       ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.37
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,ES        ,SUDESTE        ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,19.52
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,PA        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,20.63
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,RO        ,NORTE          ,2023,12,PREÇO RECEBIDO P/ PRODUTOR                                  ,18.69
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,AM        ,NORTE          ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,6.38
AMENDOA DE CACAU         ,NÃO INFORMADO       ,9930,BA        ,NORDESTE       ,2024,1,PREÇO RECEBIDO P/ PRODUTOR                                  ,21.49
