municipio_origem,municipio_destino,ano,mes,uf_origem,uf_destino,soma_frete_tonelada,soma_tonelada_km,repeticoes,media_frete_tonelada,media_tonelada_km,distancia_km,data_padronizada
PONTA GROSSA,RIO DE JANEIRO,2024,Novembro,PR        ,RJ        ,"275,0","0,2919",1,"275,0","0,2919","942,0",11/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Outubro,PR        ,RJ        ,"260,0","0,276",1,"260,0","0,276","942,0",10/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Setembro,PR        ,RJ        ,"260,0","0,276",1,"260,0","0,276","942,0",09/2024
PONTA GROSSA,SÃO PAULO,2021,Agosto,PR        ,SP        ,"140,0","0,2718",1,"140,0","0,2718","515,0",08/2021
PONTA GROSSA,SÃO PAULO,2021,Dezembro,PR        ,SP        ,"280,0","0,5437",1,"280,0","0,5437","515,0",12/2021
PONTA GROSSA,SÃO PAULO,2021,Julho,PR        ,SP        ,"138,6","0,2691",1,"138,6","0,2691","515,0",07/2021
PONTA GROSSA,SÃO PAULO,2021,Novembro,PR        ,SP        ,"170,0","0,3301",1,"170,0","0,3301","515,0",11/2021
PONTA GROSSA,SÃO PAULO,2021,Outubro,PR        ,SP        ,"150,0","0,2913",1,"150,0","0,2913","515,0",10/2021
PONTA GROSSA,SÃO PAULO,2021,Setembro,PR        ,SP        ,"150,0","0,2913",1,"150,0","0,2913","515,0",09/2021
PONTA GROSSA,SÃO PAULO,2022,Abril,PR        ,SP        ,"250,0","0,4854",1,"250,0","0,4854","515,0",04/2022
PONTA GROSSA,SÃO PAULO,2022,Agosto,PR        ,SP        ,"210,0","0,4078",1,"210,0","0,4078","515,0",08/2022
PONTA GROSSA,SÃO PAULO,2022,Fevereiro,PR        ,SP        ,"260,0","0,5049",1,"260,0","0,5049","515,0",02/2022
PONTA GROSSA,SÃO PAULO,2022,Janeiro,PR        ,SP        ,"250,0","0,4854",1,"250,0","0,4854","515,0",01/2022
PONTA GROSSA,SÃO PAULO,2022,Julho,PR        ,SP        ,"130,0","0,2524",1,"130,0","0,2524","515,0",07/2022
PONTA GROSSA,SÃO PAULO,2022,Junho,PR        ,SP        ,"190,0","0,3689",1,"190,0","0,3689","515,0",06/2022
PONTA GROSSA,SÃO PAULO,2022,Maio,PR        ,SP        ,"190,0","0,3689",1,"190,0","0,3689","515,0",05/2022
PONTA GROSSA,SÃO PAULO,2022,Março,PR        ,SP        ,"215,0","0,4175",1,"215,0","0,4175","515,0",03/2022
PONTA GROSSA,SÃO PAULO,2022,Novembro,PR        ,SP        ,"260,0","0,5049",1,"260,0","0,5049","515,0",11/2022
PONTA GROSSA,SÃO PAULO,2022,Setembro,PR        ,SP        ,"260,0","0,5049",1,"260,0","0,5049","515,0",09/2022
PONTA GROSSA,SÃO PAULO,2023,Abril,PR        ,SP        ,"210,0","0,4078",1,"210,0","0,4078","515,0",04/2023
PONTA GROSSA,SÃO PAULO,2023,Maio,PR        ,SP        ,"190,0","0,3689",1,"190,0","0,3689","515,0",05/2023
PONTA GROSSA,SÃO PAULO,2024,Abril,PR        ,SP        ,"239,0","0,4641",1,"239,0","0,4641","515,0",04/2024
PONTA GROSSA,SÃO PAULO,2024,Agosto,PR        ,SP        ,"200,0","0,3883",1,"200,0","0,3883","515,0",08/2024
PONTA GROSSA,SÃO PAULO,2024,Julho,PR        ,SP        ,"200,0","0,3883",1,"200,0","0,3883","515,0",07/2024
PONTA GROSSA,SÃO PAULO,2024,Novembro,PR        ,SP        ,"210,0","0,4078",1,"210,0","0,4078","515,0",11/2024
PONTA GROSSA,SÃO PAULO,2024,Outubro,PR        ,SP        ,"200,0","0,3883",1,"200,0","0,3883","515,0",10/2024
PONTA GROSSA,SÃO PAULO,2024,Setembro,PR        ,SP        ,"200,0","0,3883",1,"200,0","0,3883","515,0",09/2024
PONTA PORÃ,MARINGÁ,2021,Agosto,MS        ,PR        ,"82,5","0,1503",1,"82,5","0,1503","549,0",08/2021
PONTA PORÃ,MARINGÁ,2021,Dezembro,MS        ,PR        ,"93,42","0,1702",1,"93,42","0,1702","549,0",12/2021
PONTA PORÃ,MARINGÁ,2021,Outubro,MS        ,PR        ,"75,0","0,1366",1,"75,0","0,1366","549,0",10/2021
PONTA PORÃ,MARINGÁ,2021,Setembro,MS        ,PR        ,"87,0","0,1585",1,"87,0","0,1585","549,0",09/2021
PONTA PORÃ,MARINGÁ,2022,Abril,MS        ,PR        ,"107,42","0,1957",1,"107,42","0,1957","549,0",04/2022
PONTA PORÃ,MARINGÁ,2022,Agosto,MS        ,PR        ,"146,25","0,2664",1,"146,25","0,2664","549,0",08/2022
PONTA PORÃ,MARINGÁ,2022,Dezembro,MS        ,PR        ,"125,0","0,2277",1,"125,0","0,2277","549,0",12/2022
PONTA PORÃ,MARINGÁ,2022,Fevereiro,MS        ,PR        ,"115,73","0,2108",1,"115,73","0,2108","549,0",02/2022
PONTA PORÃ,MARINGÁ,2022,Janeiro,MS        ,PR        ,"97,65","0,1779",1,"97,65","0,1779","549,0",01/2022
PONTA PORÃ,MARINGÁ,2022,Julho,MS        ,PR        ,"155,94","0,284",1,"155,94","0,284","549,0",07/2022
PONTA PORÃ,MARINGÁ,2022,Junho,MS        ,PR        ,"145,0","0,2641",1,"145,0","0,2641","549,0",06/2022
PONTA PORÃ,MARINGÁ,2022,Maio,MS        ,PR        ,"135,83","0,2474",1,"135,83","0,2474","549,0",05/2022
PONTA PORÃ,MARINGÁ,2022,Março,MS        ,PR        ,"110,83","0,2019",1,"110,83","0,2019","549,0",03/2022
PONTA PORÃ,MARINGÁ,2022,Novembro,MS        ,PR        ,"126,86","0,2311",1,"126,86","0,2311","549,0",11/2022
PONTA PORÃ,MARINGÁ,2022,Outubro,MS        ,PR        ,"117,0","0,2131",1,"117,0","0,2131","549,0",10/2022
PONTA PORÃ,MARINGÁ,2022,Setembro,MS        ,PR        ,"125,0","0,2277",1,"125,0","0,2277","549,0",09/2022
PONTA PORÃ,MARINGÁ,2023,Abril,MS        ,PR        ,"124,5","0,2268",1,"124,5","0,2268","549,0",04/2023
PONTA PORÃ,MARINGÁ,2023,Agosto,MS        ,PR        ,"136,0","0,2468",1,"136,0","0,2468","549,0",08/2023
PONTA PORÃ,MARINGÁ,2023,Dezembro,MS        ,PR        ,"129,0","0,2353",1,"129,0","0,2353","549,0",12/2023
PONTA PORÃ,MARINGÁ,2023,Fevereiro,MS        ,PR        ,"140,75","0,2564",1,"140,75","0,2564","549,0",02/2023
PONTA PORÃ,MARINGÁ,2023,Janeiro,MS        ,PR        ,"118,0","0,2149",1,"118,0","0,2149","549,0",01/2023
PONTA PORÃ,MARINGÁ,2023,Julho,MS        ,PR        ,"134,0","0,2439",1,"134,0","0,2439","549,0",07/2023
PONTA PORÃ,MARINGÁ,2023,Junho,MS        ,PR        ,"135,0","0,2465",1,"135,0","0,2465","549,0",06/2023
PONTA PORÃ,MARINGÁ,2023,Maio,MS        ,PR        ,"132,5","0,2413",1,"132,5","0,2413","549,0",05/2023
PONTA PORÃ,MARINGÁ,2023,Março,MS        ,PR        ,"132,5","0,2413",1,"132,5","0,2413","549,0",03/2023
PONTA PORÃ,MARINGÁ,2023,Novembro,MS        ,PR        ,"140,0","0,255",1,"140,0","0,255","549,0",11/2023
PONTA PORÃ,MARINGÁ,2023,Outubro,MS        ,PR        ,"149,0","0,2719",1,"149,0","0,2719","549,0",10/2023
PONTA PORÃ,MARINGÁ,2023,Setembro,MS        ,PR        ,"141,0","0,2576",1,"141,0","0,2576","549,0",09/2023
PONTA PORÃ,MARINGÁ,2024,Abril,MS        ,PR        ,"101,0","0,1846",1,"101,0","0,1846","549,0",04/2024
PONTA PORÃ,MARINGÁ,2024,Agosto,MS        ,PR        ,"112,0","0,204",1,"112,0","0,204","549,0",08/2024
PONTA PORÃ,MARINGÁ,2024,Dezembro,MS        ,PR        ,"90,0","0,1639",1,"90,0","0,1639","549,0",12/2024
PONTA PORÃ,MARINGÁ,2024,Fevereiro,MS        ,PR        ,"113,0","0,2058",1,"113,0","0,2058","549,0",02/2024
PONTA PORÃ,MARINGÁ,2024,Janeiro,MS        ,PR        ,"106,0","0,1925",1,"106,0","0,1925","549,0",01/2024
PONTA PORÃ,MARINGÁ,2024,Julho,MS        ,PR        ,"120,0","0,2177",1,"120,0","0,2177","549,0",07/2024
PONTA PORÃ,MARINGÁ,2024,Junho,MS        ,PR        ,"113,0","0,2058",1,"113,0","0,2058","549,0",06/2024
PONTA PORÃ,MARINGÁ,2024,Maio,MS        ,PR        ,"90,0","0,1639",1,"90,0","0,1639","549,0",05/2024
PONTA PORÃ,MARINGÁ,2024,Março,MS        ,PR        ,"101,0","0,1846",1,"101,0","0,1846","549,0",03/2024
PONTA PORÃ,MARINGÁ,2024,Novembro,MS        ,PR        ,"96,0","0,1749",1,"96,0","0,1749","549,0",11/2024
PONTA PORÃ,MARINGÁ,2024,Outubro,MS        ,PR        ,"96,0","0,1749",1,"96,0","0,1749","549,0",10/2024
PONTA PORÃ,MARINGÁ,2024,Setembro,MS        ,PR        ,"99,0","0,1803",1,"99,0","0,1803","549,0",09/2024
PONTA PORÃ,PARANAGUÁ,2021,Agosto,MS        ,PR        ,"115,0","0,1131",1,"115,0","0,1131","1017,0",08/2021
PONTA PORÃ,PARANAGUÁ,2021,Dezembro,MS        ,PR        ,"174,0","0,1711",1,"174,0","0,1711","1017,0",12/2021
PONTA PORÃ,PARANAGUÁ,2021,Outubro,MS        ,PR        ,"130,0","0,1278",1,"130,0","0,1278","1017,0",10/2021
PONTA PORÃ,PARANAGUÁ,2021,Setembro,MS        ,PR        ,"128,0","0,1259",1,"128,0","0,1259","1017,0",09/2021
PONTA PORÃ,PARANAGUÁ,2022,Abril,MS        ,PR        ,"179,58","0,1766",1,"179,58","0,1766","1017,0",04/2022
PONTA PORÃ,PARANAGUÁ,2022,Agosto,MS        ,PR        ,"272,5","0,2679",1,"272,5","0,2679","1017,0",08/2022
PONTA PORÃ,PARANAGUÁ,2022,Dezembro,MS        ,PR        ,"190,0","0,1868",1,"190,0","0,1868","1017,0",12/2022
PONTA PORÃ,PARANAGUÁ,2022,Fevereiro,MS        ,PR        ,"191,42","0,1882",1,"191,42","0,1882","1017,0",02/2022
PONTA PORÃ,PARANAGUÁ,2022,Janeiro,MS        ,PR        ,"163,75","0,161",1,"163,75","0,161","1017,0",01/2022
PONTA PORÃ,PARANAGUÁ,2022,Julho,MS        ,PR        ,"271,8","0,2673",1,"271,8","0,2673","1017,0",07/2022
PONTA PORÃ,PARANAGUÁ,2022,Junho,MS        ,PR        ,"197,0","0,1937",1,"197,0","0,1937","1017,0",06/2022
PONTA PORÃ,PARANAGUÁ,2022,Maio,MS        ,PR        ,"180,7","0,1777",1,"180,7","0,1777","1017,0",05/2022
PONTA PORÃ,PARANAGUÁ,2022,Março,MS        ,PR        ,"225,5","0,2217",1,"225,5","0,2217","1017,0",03/2022
PONTA PORÃ,PARANAGUÁ,2022,Novembro,MS        ,PR        ,"203,0","0,1996",1,"203,0","0,1996","1017,0",11/2022
PONTA PORÃ,PARANAGUÁ,2022,Outubro,MS        ,PR        ,"203,33","0,1999",1,"203,33","0,1999","1017,0",10/2022
PONTA PORÃ,PARANAGUÁ,2022,Setembro,MS        ,PR        ,"230,0","0,2262",1,"230,0","0,2262","1017,0",09/2022
PONTA PORÃ,PARANAGUÁ,2023,Abril,MS        ,PR        ,"237,5","0,2335",1,"237,5","0,2335","1017,0",04/2023
PONTA PORÃ,PARANAGUÁ,2023,Agosto,MS        ,PR        ,"275,0","0,2706",1,"275,0","0,2706","1017,0",08/2023
PONTA PORÃ,PARANAGUÁ,2023,Dezembro,MS        ,PR        ,"227,0","0,2227",1,"227,0","0,2227","1017,0",12/2023
PONTA PORÃ,PARANAGUÁ,2023,Fevereiro,MS        ,PR        ,"232,5","0,2286",1,"232,5","0,2286","1017,0",02/2023
PONTA PORÃ,PARANAGUÁ,2023,Janeiro,MS        ,PR        ,"232,5","0,2286",1,"232,5","0,2286","1017,0",01/2023
PONTA PORÃ,PARANAGUÁ,2023,Julho,MS        ,PR        ,"232,0","0,2284",1,"232,0","0,2284","1017,0",07/2023
PONTA PORÃ,PARANAGUÁ,2023,Junho,MS        ,PR        ,"215,0","0,2111",1,"215,0","0,2111","1017,0",06/2023
PONTA PORÃ,PARANAGUÁ,2023,Maio,MS        ,PR        ,"250,0","0,2458",1,"250,0","0,2458","1017,0",05/2023
PONTA PORÃ,PARANAGUÁ,2023,Março,MS        ,PR        ,"285,0","0,2802",1,"285,0","0,2802","1017,0",03/2023
PONTA PORÃ,PARANAGUÁ,2023,Novembro,MS        ,PR        ,"276,0","0,2709",1,"276,0","0,2709","1017,0",11/2023
PONTA PORÃ,PARANAGUÁ,2023,Outubro,MS        ,PR        ,"280,0","0,2756",1,"280,0","0,2756","1017,0",10/2023
PONTA PORÃ,PARANAGUÁ,2023,Setembro,MS        ,PR        ,"294,0","0,2894",1,"294,0","0,2894","1017,0",09/2023
PONTA PORÃ,PARANAGUÁ,2024,Abril,MS        ,PR        ,"193,0","0,1896",1,"193,0","0,1896","1017,0",04/2024
PONTA PORÃ,PARANAGUÁ,2024,Agosto,MS        ,PR        ,"215,0","0,2119",1,"215,0","0,2119","1017,0",08/2024
PONTA PORÃ,PARANAGUÁ,2024,Dezembro,MS        ,PR        ,"162,0","0,1593",1,"162,0","0,1593","1017,0",12/2024
PONTA PORÃ,PARANAGUÁ,2024,Fevereiro,MS        ,PR        ,"223,0","0,2196",1,"223,0","0,2196","1017,0",02/2024
PONTA PORÃ,PARANAGUÁ,2024,Janeiro,MS        ,PR        ,"214,0","0,2104",1,"214,0","0,2104","1017,0",01/2024
PONTA PORÃ,PARANAGUÁ,2024,Julho,MS        ,PR        ,"205,0","0,2019",1,"205,0","0,2019","1017,0",07/2024
PONTA PORÃ,PARANAGUÁ,2024,Junho,MS        ,PR        ,"210,0","0,2067",1,"210,0","0,2067","1017,0",06/2024
PONTA PORÃ,PARANAGUÁ,2024,Maio,MS        ,PR        ,"187,0","0,1834",1,"187,0","0,1834","1017,0",05/2024
PONTA PORÃ,PARANAGUÁ,2024,Março,MS        ,PR        ,"199,0","0,1957",1,"199,0","0,1957","1017,0",03/2024
PONTA PORÃ,PARANAGUÁ,2024,Novembro,MS        ,PR        ,"170,0","0,1672",1,"170,0","0,1672","1017,0",11/2024
PONTA PORÃ,PARANAGUÁ,2024,Outubro,MS        ,PR        ,"184,0","0,1809",1,"184,0","0,1809","1017,0",10/2024
PONTA PORÃ,PARANAGUÁ,2024,Setembro,MS        ,PR        ,"180,0","0,177",1,"180,0","0,177","1017,0",09/2024
PONTA PORÃ,SANTOS,2021,Agosto,MS        ,SP        ,"164,0","0,1384",1,"164,0","0,1384","1185,0",08/2021
PONTA PORÃ,SANTOS,2021,Dezembro,MS        ,SP        ,"170,0","0,1435",1,"170,0","0,1435","1185,0",12/2021
PONTA PORÃ,SANTOS,2021,Outubro,MS        ,SP        ,"156,0","0,1316",1,"156,0","0,1316","1185,0",10/2021
PONTA PORÃ,SANTOS,2021,Setembro,MS        ,SP        ,"160,0","0,135",1,"160,0","0,135","1185,0",09/2021
PONTA PORÃ,SANTOS,2022,Abril,MS        ,SP        ,"210,0","0,1772",1,"210,0","0,1772","1185,0",04/2022
PONTA PORÃ,SANTOS,2022,Agosto,MS        ,SP        ,"334,67","0,2824",1,"334,67","0,2824","1185,0",08/2022
PONTA PORÃ,SANTOS,2022,Dezembro,MS        ,SP        ,"256,67","0,2166",1,"256,67","0,2166","1185,0",12/2022
PONTA PORÃ,SANTOS,2022,Fevereiro,MS        ,SP        ,"197,5","0,1667",1,"197,5","0,1667","1185,0",02/2022
PONTA PORÃ,SANTOS,2022,Janeiro,MS        ,SP        ,"181,0","0,1527",1,"181,0","0,1527","1185,0",01/2022
PONTA PORÃ,SANTOS,2022,Julho,MS        ,SP        ,"338,0","0,2852",1,"338,0","0,2852","1185,0",07/2022
PONTA PORÃ,SANTOS,2022,Junho,MS        ,SP        ,"248,0","0,2093",1,"248,0","0,2093","1185,0",06/2022
PONTA PORÃ,SANTOS,2022,Maio,MS        ,SP        ,"198,2","0,1673",1,"198,2","0,1673","1185,0",05/2022
PONTA PORÃ,SANTOS,2022,Março,MS        ,SP        ,"210,0","0,1772",1,"210,0","0,1772","1185,0",03/2022
PONTA PORÃ,SANTOS,2022,Novembro,MS        ,SP        ,"237,5","0,2004",1,"237,5","0,2004","1185,0",11/2022
PONTA PORÃ,SANTOS,2022,Outubro,MS        ,SP        ,"205,0","0,173",1,"205,0","0,173","1185,0",10/2022
PONTA PORÃ,SANTOS,2022,Setembro,MS        ,SP        ,"284,9","0,2404",1,"284,9","0,2404","1185,0",09/2022
PONTA PORÃ,SANTOS,2023,Abril,MS        ,SP        ,"245,0","0,2068",1,"245,0","0,2068","1185,0",04/2023
PONTA PORÃ,SANTOS,2023,Agosto,MS        ,SP        ,"362,0","0,3058",1,"362,0","0,3058","1185,0",08/2023
PONTA PORÃ,SANTOS,2023,Dezembro,MS        ,SP        ,"320,0","0,27",1,"320,0","0,27","1185,0",12/2023
PONTA PORÃ,SANTOS,2023,Fevereiro,MS        ,SP        ,"280,0","0,2363",1,"280,0","0,2363","1185,0",02/2023
PONTA PORÃ,SANTOS,2023,Janeiro,MS        ,SP        ,"280,0","0,2363",1,"280,0","0,2363","1185,0",01/2023
PONTA PORÃ,SANTOS,2023,Julho,MS        ,SP        ,"245,0","0,2068",1,"245,0","0,2068","1185,0",07/2023
PONTA PORÃ,SANTOS,2023,Junho,MS        ,SP        ,"245,0","0,2068",1,"245,0","0,2068","1185,0",06/2023
PONTA PORÃ,SANTOS,2023,Maio,MS        ,SP        ,"245,0","0,2068",1,"245,0","0,2068","1185,0",05/2023
PONTA PORÃ,SANTOS,2023,Março,MS        ,SP        ,"313,5","0,2646",1,"313,5","0,2646","1185,0",03/2023
PONTA PORÃ,SANTOS,2023,Novembro,MS        ,SP        ,"340,0","0,2872",1,"340,0","0,2872","1185,0",11/2023
PONTA PORÃ,SANTOS,2023,Outubro,MS        ,SP        ,"339,0","0,2864",1,"339,0","0,2864","1185,0",10/2023
PONTA PORÃ,SANTOS,2023,Setembro,MS        ,SP        ,"339,0","0,2858",1,"339,0","0,2858","1185,0",09/2023
PONTA PORÃ,SANTOS,2024,Abril,MS        ,SP        ,"215,0","0,1814",1,"215,0","0,1814","1185,0",04/2024
PONTA PORÃ,SANTOS,2024,Agosto,MS        ,SP        ,"216,0","0,1823",1,"216,0","0,1823","1185,0",08/2024
PONTA PORÃ,SANTOS,2024,Dezembro,MS        ,SP        ,"172,0","0,1451",1,"172,0","0,1451","1185,0",12/2024
PONTA PORÃ,SANTOS,2024,Fevereiro,MS        ,SP        ,"242,0","0,2039",1,"242,0","0,2039","1185,0",02/2024
PONTA PORÃ,SANTOS,2024,Janeiro,MS        ,SP        ,"235,0","0,1983",1,"235,0","0,1983","1185,0",01/2024
PONTA PORÃ,SANTOS,2024,Julho,MS        ,SP        ,"227,0","0,1913",1,"227,0","0,1913","1185,0",07/2024
PONTA PORÃ,SANTOS,2024,Junho,MS        ,SP        ,"222,0","0,1871",1,"222,0","0,1871","1185,0",06/2024
PONTA PORÃ,SANTOS,2024,Maio,MS        ,SP        ,"213,0","0,1793",1,"213,0","0,1793","1185,0",05/2024
PONTA PORÃ,SANTOS,2024,Março,MS        ,SP        ,"235,0","0,1983",1,"235,0","0,1983","1185,0",03/2024
PONTA PORÃ,SANTOS,2024,Novembro,MS        ,SP        ,"180,0","0,1519",1,"180,0","0,1519","1185,0",11/2024
PONTA PORÃ,SANTOS,2024,Outubro,MS        ,SP        ,"180,0","0,1519",1,"180,0","0,1519","1185,0",10/2024
PONTA PORÃ,SANTOS,2024,Setembro,MS        ,SP        ,"188,0","0,1586",1,"188,0","0,1586","1185,0",09/2024
PORTEIRÃO,ARAGUAÍNA,2018,Dezembro,GO        ,TO        ,"255,41","0,1668",1,"255,41","0,1668","1531,0",12/2018
PORTEIRÃO,BRASÍLIA,2018,Dezembro,GO        ,DF        ,"106,03","0,1921",1,"106,03","0,1921","552,0",12/2018
PORTEIRÃO,GOIÂNIA,2018,Dezembro,GO        ,GO        ,"70,46","0,2295",1,"70,46","0,2295","307,0",12/2018
PORTEIRÃO,JUIZ DE FORA,2018,Dezembro,GO        ,MG        ,"211,76","0,1777",1,"211,76","0,1777","1192,0",12/2018
PORTEIRÃO,PONTALINA,2018,Dezembro,GO        ,GO        ,"57,77","0,3057",1,"57,77","0,3057","189,0",12/2018
PORTEIRÃO,SANTA HELENA DE GOIÁS,2018,Dezembro,GO        ,GO        ,"39,39","0,4328",1,"39,39","0,4328","91,0",12/2018
PORTELÂNDIA,SANTA HELENA DE GOIÁS,2015,Junho,GO        ,GO        ,"52,99","0,1992",1,"52,99","0,1992","266,0",06/2015
PORTO VELHO,MANAUS,2023,Dezembro,RO        ,AM        ,"354,97","0,3993",1,"354,97","0,3993","889,0",12/2023
PRESIDENTE DUTRA,SÃO LUÍS,2023,Julho,MA        ,MA        ,"130,0","0,3704",1,"130,0","0,3704","351,0",07/2023
PRESIDENTE DUTRA,SÃO LUÍS,2024,Novembro,MA        ,MA        ,"220,0","0,6268",1,"220,0","0,6268","351,0",11/2024
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2015,Dezembro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",12/2015
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2015,Novembro,MT        ,MT        ,"60,0","0,1791",1,"60,0","0,1791","335,0",11/2015
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2015,Outubro,MT        ,MT        ,"60,0","0,1791",1,"60,0","0,1791","335,0",10/2015
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Abril,MT        ,MT        ,"75,0","0,2239",1,"75,0","0,2239","335,0",04/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Agosto,MT        ,MT        ,"50,0","0,1493",1,"50,0","0,1493","335,0",08/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Dezembro,MT        ,MT        ,"50,0","0,1493",1,"50,0","0,1493","335,0",12/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Fevereiro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",02/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Janeiro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",01/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Julho,MT        ,MT        ,"55,0","0,1642",1,"55,0","0,1642","335,0",07/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Junho,MT        ,MT        ,"60,0","0,1791",1,"60,0","0,1791","335,0",06/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Maio,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",05/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Março,MT        ,MT        ,"75,0","0,2239",1,"75,0","0,2239","335,0",03/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Novembro,MT        ,MT        ,"50,0","0,1493",1,"50,0","0,1493","335,0",11/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Outubro,MT        ,MT        ,"50,0","0,1493",1,"50,0","0,1493","335,0",10/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2016,Setembro,MT        ,MT        ,"50,0","0,1493",1,"50,0","0,1493","335,0",09/2016
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Abril,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",04/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Agosto,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",08/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Dezembro,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",12/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Fevereiro,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",02/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Janeiro,MT        ,MT        ,"60,0","0,1791",1,"60,0","0,1791","335,0",01/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Julho,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",07/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Junho,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",06/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Maio,MT        ,MT        ,"65,0","0,19",1,"65,0","0,19","335,0",05/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Março,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",03/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Novembro,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",11/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Outubro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",10/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2017,Setembro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",09/2017
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Abril,MT        ,MT        ,"75,0","0,2239",1,"75,0","0,2239","335,0",04/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Agosto,MT        ,MT        ,"80,0","0,2388",1,"80,0","0,2388","335,0",08/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Dezembro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",12/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Fevereiro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",02/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Janeiro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",01/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Julho,MT        ,MT        ,"80,0","0,2388",1,"80,0","0,2388","335,0",07/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Junho,MT        ,MT        ,"75,0","0,2239",1,"75,0","0,2239","335,0",06/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Maio,MT        ,MT        ,"75,0","0,2239",1,"75,0","0,2239","335,0",05/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Março,MT        ,MT        ,"80,0","0,2388",1,"80,0","0,2388","335,0",03/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Novembro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",11/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Outubro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",10/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2018,Setembro,MT        ,MT        ,"80,0","0,2388",1,"80,0","0,2388","335,0",09/2018
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2019,Abril,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",04/2019
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2019,Agosto,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",08/2019
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2019,Dezembro,MT        ,MT        ,"65,0","0,194",1,"65,0","0,194","335,0",12/2019
PRIMAVERA DO LESTE,ALTO ARAGUAIA,2019,Fevereiro,MT        ,MT        ,"70,0","0,209",1,"70,0","0,209","335,0",02/2019
