municipio_origem,municipio_destino,ano,mes,uf_origem,uf_destino,soma_frete_tonelada,soma_tonelada_km,repeticoes,media_frete_tonelada,media_tonelada_km,distancia_km,data_padronizada
PATO BRANCO,SÃO PAULO,2021,Julho,PR        ,SP        ,"229,5","0,2691",1,"229,5","0,2691","853,0",07/2021
PATO BRANCO,SÃO PAULO,2021,Novembro,PR        ,SP        ,"310,0","0,3634",1,"310,0","0,3634","853,0",11/2021
PATO BRANCO,SÃO PAULO,2021,Outubro,PR        ,SP        ,"310,0","0,3634",1,"310,0","0,3634","853,0",10/2021
PATO BRANCO,SÃO PAULO,2021,Setembro,PR        ,SP        ,"234,0","0,2743",1,"234,0","0,2743","853,0",09/2021
PATO BRANCO,SÃO PAULO,2022,Dezembro,PR        ,SP        ,"350,0","0,4103",1,"350,0","0,4103","853,0",12/2022
PATO BRANCO,SÃO PAULO,2022,Fevereiro,PR        ,SP        ,"220,0","0,2579",1,"220,0","0,2579","853,0",02/2022
PATO BRANCO,SÃO PAULO,2022,Janeiro,PR        ,SP        ,"220,0","0,2579",1,"220,0","0,2579","853,0",01/2022
PATO BRANCO,SÃO PAULO,2022,Julho,PR        ,SP        ,"280,0","0,3283",1,"280,0","0,3283","853,0",07/2022
PATO BRANCO,SÃO PAULO,2022,Junho,PR        ,SP        ,"280,0","0,3283",1,"280,0","0,3283","853,0",06/2022
PATO BRANCO,SÃO PAULO,2022,Maio,PR        ,SP        ,"300,0","0,3517",1,"300,0","0,3517","853,0",05/2022
PATO BRANCO,SÃO PAULO,2022,Novembro,PR        ,SP        ,"380,0","0,4455",1,"380,0","0,4455","853,0",11/2022
PATO BRANCO,SÃO PAULO,2022,Outubro,PR        ,SP        ,"320,0","0,3751",1,"320,0","0,3751","853,0",10/2022
PATO BRANCO,SÃO PAULO,2022,Setembro,PR        ,SP        ,"310,0","0,3634",1,"310,0","0,3634","853,0",09/2022
PATO BRANCO,SÃO PAULO,2023,Abril,PR        ,SP        ,"260,0","0,3048",1,"260,0","0,3048","853,0",04/2023
PATO BRANCO,SÃO PAULO,2023,Fevereiro,PR        ,SP        ,"280,0","0,3283",1,"280,0","0,3283","853,0",02/2023
PATO BRANCO,SÃO PAULO,2024,Abril,PR        ,SP        ,"390,0","0,4572",1,"390,0","0,4572","853,0",04/2024
PATO BRANCO,SÃO PAULO,2024,Agosto,PR        ,SP        ,"360,0","0,422",1,"360,0","0,422","853,0",08/2024
PATO BRANCO,SÃO PAULO,2024,Julho,PR        ,SP        ,"310,0","0,3634",1,"310,0","0,3634","853,0",07/2024
PATO BRANCO,SÃO PAULO,2024,Maio,PR        ,SP        ,"340,0","0,3986",1,"340,0","0,3986","853,0",05/2024
PATOS DE MINAS,UBERLÂNDIA,2022,Dezembro,MG        ,MG        ,"95,0","0,4378",1,"95,0","0,4378","217,0",12/2022
PATOS DE MINAS,UBERLÂNDIA,2023,Abril,MG        ,MG        ,"85,0","0,3917",1,"85,0","0,3917","217,0",04/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Agosto,MG        ,MG        ,"109,0","0,5023",1,"109,0","0,5023","217,0",08/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Dezembro,MG        ,MG        ,"110,0","0,5069",1,"110,0","0,5069","217,0",12/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Fevereiro,MG        ,MG        ,"80,0","0,3687",1,"80,0","0,3687","217,0",02/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Janeiro,MG        ,MG        ,"100,0","0,4608",1,"100,0","0,4608","217,0",01/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Julho,MG        ,MG        ,"105,0","0,4839",1,"105,0","0,4839","217,0",07/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Junho,MG        ,MG        ,"100,0","0,4608",1,"100,0","0,4608","217,0",06/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Maio,MG        ,MG        ,"85,0","0,3917",1,"85,0","0,3917","217,0",05/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Março,MG        ,MG        ,"87,0","0,4009",1,"87,0","0,4009","217,0",03/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Novembro,MG        ,MG        ,"110,0","0,5069",1,"110,0","0,5069","217,0",11/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Outubro,MG        ,MG        ,"110,0","0,5069",1,"110,0","0,5069","217,0",10/2023
PATOS DE MINAS,UBERLÂNDIA,2023,Setembro,MG        ,MG        ,"109,0","0,5023",1,"109,0","0,5023","217,0",09/2023
PATOS DE MINAS,UBERLÂNDIA,2024,Abril,MG        ,MG        ,"105,0","0,4839",1,"105,0","0,4839","217,0",04/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Agosto,MG        ,MG        ,"110,0","0,5069",1,"110,0","0,5069","217,0",08/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Fevereiro,MG        ,MG        ,"107,0","0,4931",1,"107,0","0,4931","217,0",02/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Julho,MG        ,MG        ,"109,0","0,5023",1,"109,0","0,5023","217,0",07/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Junho,MG        ,MG        ,"108,0","0,4977",1,"108,0","0,4977","217,0",06/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Maio,MG        ,MG        ,"108,0","0,4977",1,"108,0","0,4977","217,0",05/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Março,MG        ,MG        ,"104,0","0,4793",1,"104,0","0,4793","217,0",03/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Novembro,MG        ,MG        ,"112,0","0,5161",1,"112,0","0,5161","217,0",11/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Outubro,MG        ,MG        ,"112,0","0,5161",1,"112,0","0,5161","217,0",10/2024
PATOS DE MINAS,UBERLÂNDIA,2024,Setembro,MG        ,MG        ,"110,0","0,5069",1,"110,0","0,5069","217,0",09/2024
PEDRA PRETA,ARAPIRACA,2018,Junho,MT        ,AL        ,"458,71","0,1604",1,"458,71","0,1604","2860,0",06/2018
PEDRA PRETA,ARCOVERDE,2016,Julho,MT        ,PE        ,"352,0","0,1155",1,"352,0","0,1155","3047,0",07/2016
PEDRA PRETA,ARCOVERDE,2016,Maio,MT        ,PE        ,"379,8","0,1246",1,"379,8","0,1246","3047,0",05/2016
PEDRA PRETA,ARCOVERDE,2016,Novembro,MT        ,PE        ,"280,9","0,0922",1,"280,9","0,0922","3047,0",11/2016
PEDRA PRETA,ARCOVERDE,2017,Julho,MT        ,PE        ,"405,42","0,1331",1,"405,42","0,1331","3047,0",07/2017
PEDRA PRETA,ARCOVERDE,2017,Março,MT        ,PE        ,"417,25","0,1369",1,"417,25","0,1369","3047,0",03/2017
PEDRA PRETA,AÇU,2016,Setembro,MT        ,RN        ,"315,0","0,0936",1,"315,0","0,0936","3364,0",09/2016
PEDRA PRETA,BOA VISTA,2017,Agosto,MT        ,RR        ,"723,45","0,3871",1,"723,45","0,3871","1869,0",08/2017
PEDRA PRETA,CAICÓ,2016,Julho,MT        ,RN        ,"366,67","0,1119",1,"366,67","0,1119","3278,0",07/2016
PEDRA PRETA,CAICÓ,2016,Novembro,MT        ,RN        ,"306,6","0,0935",1,"306,6","0,0935","3278,0",11/2016
PEDRA PRETA,CAICÓ,2016,Setembro,MT        ,RN        ,"315,0","0,0961",1,"315,0","0,0961","3278,0",09/2016
PEDRA PRETA,CAICÓ,2017,Julho,MT        ,RN        ,"414,96","0,1266",1,"414,96","0,1266","3278,0",07/2017
PEDRA PRETA,CAICÓ,2017,Março,MT        ,RN        ,"413,62","0,1262",1,"413,62","0,1262","3278,0",03/2017
PEDRA PRETA,CAMPINA GRANDE,2016,Setembro,MT        ,PB        ,"309,29","0,094",1,"309,29","0,094","3290,0",09/2016
PEDRA PRETA,CAMPINA GRANDE,2017,Junho,MT        ,PB        ,"383,6","0,1166",1,"383,6","0,1166","3290,0",06/2017
PEDRA PRETA,COLATINA,2018,Junho,MT        ,ES        ,"404,97","0,2041",1,"404,97","0,2041","1984,0",06/2018
PEDRA PRETA,CRATEÚS,2017,Março,MT        ,CE        ,"405,86","0,1322",1,"405,86","0,1322","3071,0",03/2017
PEDRA PRETA,CRUZEIRO DO SUL,2016,Setembro,MT        ,RS        ,"181,33","0,093",1,"181,33","0,093","1950,0",09/2016
PEDRA PRETA,CURRAIS NOVOS,2016,Setembro,MT        ,RN        ,"315,0","0,0934",1,"315,0","0,0934","3372,0",09/2016
PEDRA PRETA,ERECHIM,2016,Março,MT        ,RS        ,"238,84","0,1438",1,"238,84","0,1438","1661,0",03/2016
PEDRA PRETA,GOIÂNIA,2018,Abril,MT        ,GO        ,"132,43","0,185",1,"132,43","0,185","716,0",04/2018
PEDRA PRETA,ICÓ,2018,Abril,MT        ,CE        ,"408,31","0,1312",1,"408,31","0,1312","3111,0",04/2018
PEDRA PRETA,IGUATU,2016,Novembro,MT        ,CE        ,"304,35","0,0963",1,"304,35","0,0963","3161,0",11/2016
PEDRA PRETA,IGUATU,2016,Setembro,MT        ,CE        ,"310,0","0,0981",1,"310,0","0,0981","3161,0",09/2016
PEDRA PRETA,ITAPURANGA,2016,Maio,MT        ,GO        ,"132,8","0,153",1,"132,8","0,153","868,0",05/2016
PEDRA PRETA,ITAPURANGA,2016,Março,MT        ,GO        ,"124,38","0,1433",1,"124,38","0,1433","868,0",03/2016
PEDRA PRETA,JOÃO CÂMARA,2016,Setembro,MT        ,RN        ,"315,0","0,0896",1,"315,0","0,0896","3517,0",09/2016
PEDRA PRETA,JOÃO CÂMARA,2017,Julho,MT        ,RN        ,"412,77","0,1174",1,"412,77","0,1174","3517,0",07/2017
PEDRA PRETA,JOÃO CÂMARA,2017,Março,MT        ,RN        ,"413,69","0,1176",1,"413,69","0,1176","3517,0",03/2017
PEDRA PRETA,JOÃO CÂMARA,2017,Outubro,MT        ,RN        ,"466,42","0,1326",1,"466,42","0,1326","3517,0",10/2017
PEDRA PRETA,JOÃO PESSOA,2016,Julho,MT        ,PB        ,"364,8","0,1097",1,"364,8","0,1097","3325,0",07/2016
PEDRA PRETA,JUIZ DE FORA,2016,Novembro,MT        ,MG        ,"225,0","0,1371",1,"225,0","0,1371","1641,0",11/2016
PEDRA PRETA,JUIZ DE FORA,2018,Junho,MT        ,MG        ,"350,28","0,2135",1,"350,28","0,2135","1641,0",06/2018
PEDRA PRETA,LAVRAS DA MANGABEIRA,2018,Abril,MT        ,CE        ,"408,12","0,1324",1,"408,12","0,1324","3082,0",04/2018
PEDRA PRETA,MARACANAÚ,2016,Maio,MT        ,CE        ,"402,6","0,117",1,"402,6","0,117","3442,0",05/2016
PEDRA PRETA,MARACANAÚ,2017,Março,MT        ,CE        ,"405,83","0,1179",1,"405,83","0,1179","3442,0",03/2017
PEDRA PRETA,MONTEIRO,2016,Novembro,MT        ,PB        ,"292,68","0,0929",1,"292,68","0,0929","3150,0",11/2016
PEDRA PRETA,MOSSORÓ,2017,Março,MT        ,RN        ,"413,78","0,1241",1,"413,78","0,1241","3333,0",03/2017
PEDRA PRETA,MOSSORÓ,2017,Outubro,MT        ,RN        ,"442,63","0,1328",1,"442,63","0,1328","3333,0",10/2017
PEDRA PRETA,NATAL,2016,Novembro,MT        ,RN        ,"306,6","0,0875",1,"306,6","0,0875","3504,0",11/2016
PEDRA PRETA,NATAL,2016,Setembro,MT        ,RN        ,"315,0","0,0899",1,"315,0","0,0899","3504,0",09/2016
PEDRA PRETA,NATAL,2017,Março,MT        ,RN        ,"413,62","0,118",1,"413,62","0,118","3504,0",03/2017
PEDRA PRETA,PALMEIRA DO PIAUÍ,2017,Outubro,MT        ,PI        ,"393,02","0,1814",1,"393,02","0,1814","2166,0",10/2017
PEDRA PRETA,PALMEIRAS DE GOIÁS,2016,Março,MT        ,GO        ,"124,38","0,1854",1,"124,38","0,1854","671,0",03/2016
PEDRA PRETA,PALMEIRAS DE GOIÁS,2018,Abril,MT        ,GO        ,"128,77","0,1919",1,"128,77","0,1919","671,0",04/2018
PEDRA PRETA,PALMEIRAS DE GOIÁS,2018,Junho,MT        ,GO        ,"515,69","0,1773",1,"515,69","0,1773","2908,0",06/2018
PEDRA PRETA,PARNAÍBA,2016,Julho,MT        ,PI        ,"329,2","0,1041",1,"329,2","0,1041","3162,0",07/2016
PEDRA PRETA,PATOS,2016,Julho,MT        ,PB        ,"364,8","0,1146",1,"364,8","0,1146","3184,0",07/2016
PEDRA PRETA,PATOS,2016,Maio,MT        ,PB        ,"386,0","0,1212",1,"386,0","0,1212","3184,0",05/2016
PEDRA PRETA,PATOS,2016,Novembro,MT        ,PB        ,"292,67","0,0919",1,"292,67","0,0919","3184,0",11/2016
PEDRA PRETA,PATOS,2016,Setembro,MT        ,PB        ,"309,29","0,0971",1,"309,29","0,0971","3184,0",09/2016
PEDRA PRETA,PETROLINA DE GOIÁS,2016,Setembro,MT        ,GO        ,"87,4","0,1061",1,"87,4","0,1061","824,0",09/2016
PEDRA PRETA,PONTALINA,2018,Junho,MT        ,GO        ,"160,11","0,2291",1,"160,11","0,2291","699,0",06/2018
PEDRA PRETA,RECIFE,2017,Março,MT        ,PE        ,"417,25","0,1301",1,"417,25","0,1301","3206,0",03/2017
PEDRA PRETA,RECIFE,2018,Junho,MT        ,PE        ,"467,83","0,1459",1,"467,83","0,1459","3206,0",06/2018
PEDRA PRETA,RIO BRANCO,2017,Agosto,MT        ,AC        ,"389,4","0,1621",1,"389,4","0,1621","2402,0",08/2017
PEDRA PRETA,RUSSAS,2016,Novembro,MT        ,CE        ,"304,35","0,0918",1,"304,35","0,0918","3314,0",11/2016
PEDRA PRETA,RUSSAS,2016,Setembro,MT        ,CE        ,"310,0","0,0928",1,"310,0","0,0928","3341,0",09/2016
PEDRA PRETA,RUSSAS,2017,Março,MT        ,CE        ,"405,86","0,1215",1,"405,86","0,1215","3341,0",03/2017
PEDRA PRETA,RUSSAS,2018,Abril,MT        ,CE        ,"408,31","0,1222",1,"408,31","0,1222","3341,0",04/2018
PEDRA PRETA,SANTA HELENA DE GOIÁS,2018,Abril,MT        ,GO        ,"97,29","0,1919",1,"97,29","0,1919","507,0",04/2018
PEDRA PRETA,SANTA HELENA DE GOIÁS,2018,Junho,MT        ,GO        ,"144,22","0,2544",1,"144,22","0,2544","567,0",06/2018
PEDRA PRETA,SANTANA DO IPANEMA,2018,Junho,MT        ,AL        ,"520,44","0,1772",1,"520,44","0,1772","2937,0",06/2018
PEDRA PRETA,SENADOR POMPEU,2018,Abril,MT        ,CE        ,"416,76","0,1253",1,"416,76","0,1253","3326,0",04/2018
PEDRA PRETA,SÃO LUÍS DE MONTES BELOS,2016,Maio,MT        ,GO        ,"132,8","0,186",1,"132,8","0,186","714,0",05/2016
PEDRA PRETA,SÃO LUÍS,2016,Março,MT        ,MA        ,"347,4","0,121",1,"347,4","0,121","2872,0",03/2016
PEDRA PRETA,TAUÁ,2018,Abril,MT        ,CE        ,"394,93","0,1349",1,"394,93","0,1349","2928,0",04/2018
PEDRA PRETA,UMARIZAL,2016,Setembro,MT        ,RN        ,"315,0","0,0979",1,"315,0","0,0979","3219,0",09/2016
PEDRA PRETA,UMARIZAL,2017,Julho,MT        ,RN        ,"414,95","0,1289",1,"414,95","0,1289","3219,0",07/2017
PEDRA PRETA,VITÓRIA,2018,Junho,MT        ,ES        ,"420,02","0,2204",1,"420,02","0,2204","1906,0",06/2018
PEDRO AFONSO,PALMEIRANTE,2022,Dezembro,TO        ,TO        ,"50,0","0,2404",1,"50,0","0,2404","208,0",12/2022
PEDRO AFONSO,PALMEIRANTE,2023,Abril,TO        ,TO        ,"65,0","0,3125",1,"65,0","0,3125","208,0",04/2023
PEDRO AFONSO,PALMEIRANTE,2023,Agosto,TO        ,TO        ,"68,0","0,3269",1,"68,0","0,3269","208,0",08/2023
PEDRO AFONSO,PALMEIRANTE,2023,Dezembro,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",12/2023
PEDRO AFONSO,PALMEIRANTE,2023,Fevereiro,TO        ,TO        ,"80,0","0,3846",1,"80,0","0,3846","208,0",02/2023
PEDRO AFONSO,PALMEIRANTE,2023,Janeiro,TO        ,TO        ,"50,0","0,2404",1,"50,0","0,2404","208,0",01/2023
PEDRO AFONSO,PALMEIRANTE,2023,Julho,TO        ,TO        ,"77,0","0,3702",1,"77,0","0,3702","208,0",07/2023
PEDRO AFONSO,PALMEIRANTE,2023,Junho,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",06/2023
PEDRO AFONSO,PALMEIRANTE,2023,Maio,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",05/2023
PEDRO AFONSO,PALMEIRANTE,2023,Março,TO        ,TO        ,"83,0","0,399",1,"83,0","0,399","208,0",03/2023
PEDRO AFONSO,PALMEIRANTE,2023,Novembro,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",11/2023
PEDRO AFONSO,PALMEIRANTE,2023,Outubro,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",10/2023
PEDRO AFONSO,PALMEIRANTE,2023,Setembro,TO        ,TO        ,"77,0","0,3702",1,"77,0","0,3702","208,0",09/2023
PEDRO AFONSO,PALMEIRANTE,2024,Abril,TO        ,TO        ,"58,0","0,2788",1,"58,0","0,2788","208,0",04/2024
PEDRO AFONSO,PALMEIRANTE,2024,Agosto,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",08/2024
PEDRO AFONSO,PALMEIRANTE,2024,Dezembro,TO        ,TO        ,"50,0","0,2404",1,"50,0","0,2404","208,0",12/2024
PEDRO AFONSO,PALMEIRANTE,2024,Fevereiro,TO        ,TO        ,"58,0","0,2788",1,"58,0","0,2788","208,0",02/2024
PEDRO AFONSO,PALMEIRANTE,2024,Janeiro,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",01/2024
PEDRO AFONSO,PALMEIRANTE,2024,Junho,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",06/2024
PEDRO AFONSO,PALMEIRANTE,2024,Maio,TO        ,TO        ,"60,0","0,2885",1,"60,0","0,2885","208,0",05/2024
PEDRO AFONSO,PALMEIRANTE,2024,Março,TO        ,TO        ,"58,0","0,2788",1,"58,0","0,2788","208,0",03/2024
PEDRO AFONSO,PALMEIRANTE,2024,Outubro,TO        ,TO        ,"50,0","0,2404",1,"50,0","0,2404","208,0",10/2024
PEDRO AFONSO,PALMEIRANTE,2024,Setembro,TO        ,TO        ,"50,0","0,2404",1,"50,0","0,2404","208,0",09/2024
PEJUÇARA,PONTA GROSSA,2025,Janeiro,RS        ,PR        ,"234,58","0,3486",1,"234,58","0,3486","673,0",01/2025
PONTA GROSSA,PARANAGUÁ,2021,Agosto,PR        ,PR        ,"50,0","0,2336",1,"50,0","0,2336","214,0",08/2021
PONTA GROSSA,PARANAGUÁ,2021,Dezembro,PR        ,PR        ,"85,0","0,3972",1,"85,0","0,3972","214,0",12/2021
PONTA GROSSA,PARANAGUÁ,2021,Julho,PR        ,PR        ,"55,8","0,2607",1,"55,8","0,2607","214,0",07/2021
PONTA GROSSA,PARANAGUÁ,2021,Novembro,PR        ,PR        ,"49,0","0,229",1,"49,0","0,229","214,0",11/2021
PONTA GROSSA,PARANAGUÁ,2021,Outubro,PR        ,PR        ,"47,0","0,2196",1,"47,0","0,2196","214,0",10/2021
PONTA GROSSA,PARANAGUÁ,2021,Setembro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",09/2021
PONTA GROSSA,PARANAGUÁ,2022,Abril,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",04/2022
PONTA GROSSA,PARANAGUÁ,2022,Agosto,PR        ,PR        ,"85,0","0,3972",1,"85,0","0,3972","214,0",08/2022
PONTA GROSSA,PARANAGUÁ,2022,Dezembro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",12/2022
PONTA GROSSA,PARANAGUÁ,2022,Fevereiro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",02/2022
PONTA GROSSA,PARANAGUÁ,2022,Janeiro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",01/2022
PONTA GROSSA,PARANAGUÁ,2022,Julho,PR        ,PR        ,"85,0","0,3972",1,"85,0","0,3972","214,0",07/2022
PONTA GROSSA,PARANAGUÁ,2022,Junho,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",06/2022
PONTA GROSSA,PARANAGUÁ,2022,Maio,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",05/2022
PONTA GROSSA,PARANAGUÁ,2022,Março,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",03/2022
PONTA GROSSA,PARANAGUÁ,2022,Novembro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",11/2022
PONTA GROSSA,PARANAGUÁ,2022,Outubro,PR        ,PR        ,"60,0","0,2804",1,"60,0","0,2804","214,0",10/2022
PONTA GROSSA,PARANAGUÁ,2022,Setembro,PR        ,PR        ,"68,0","0,3178",1,"68,0","0,3178","214,0",09/2022
PONTA GROSSA,PARANAGUÁ,2023,Abril,PR        ,PR        ,"85,0","0,3972",1,"85,0","0,3972","214,0",04/2023
PONTA GROSSA,PARANAGUÁ,2023,Agosto,PR        ,PR        ,"95,0","0,4439",1,"95,0","0,4439","214,0",08/2023
PONTA GROSSA,PARANAGUÁ,2023,Dezembro,PR        ,PR        ,"75,0","0,3505",1,"75,0","0,3505","214,0",12/2023
PONTA GROSSA,PARANAGUÁ,2023,Fevereiro,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",02/2023
PONTA GROSSA,PARANAGUÁ,2023,Janeiro,PR        ,PR        ,"67,0","0,3131",1,"67,0","0,3131","214,0",01/2023
PONTA GROSSA,PARANAGUÁ,2023,Julho,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",07/2023
PONTA GROSSA,PARANAGUÁ,2023,Junho,PR        ,PR        ,"75,0","0,3505",1,"75,0","0,3505","214,0",06/2023
PONTA GROSSA,PARANAGUÁ,2023,Maio,PR        ,PR        ,"77,0","0,3598",1,"77,0","0,3598","214,0",05/2023
PONTA GROSSA,PARANAGUÁ,2023,Março,PR        ,PR        ,"100,0","0,4673",1,"100,0","0,4673","214,0",03/2023
PONTA GROSSA,PARANAGUÁ,2023,Novembro,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",11/2023
PONTA GROSSA,PARANAGUÁ,2023,Outubro,PR        ,PR        ,"88,0","0,4112",1,"88,0","0,4112","214,0",10/2023
PONTA GROSSA,PARANAGUÁ,2023,Setembro,PR        ,PR        ,"98,0","0,4579",1,"98,0","0,4579","214,0",09/2023
PONTA GROSSA,PARANAGUÁ,2024,Abril,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",04/2024
PONTA GROSSA,PARANAGUÁ,2024,Agosto,PR        ,PR        ,"90,0","0,4206",1,"90,0","0,4206","214,0",08/2024
PONTA GROSSA,PARANAGUÁ,2024,Fevereiro,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",02/2024
PONTA GROSSA,PARANAGUÁ,2024,Janeiro,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",01/2024
PONTA GROSSA,PARANAGUÁ,2024,Julho,PR        ,PR        ,"85,0","0,3972",1,"85,0","0,3972","214,0",07/2024
PONTA GROSSA,PARANAGUÁ,2024,Junho,PR        ,PR        ,"75,0","0,3505",1,"75,0","0,3505","214,0",06/2024
PONTA GROSSA,PARANAGUÁ,2024,Maio,PR        ,PR        ,"75,0","0,3505",1,"75,0","0,3505","214,0",05/2024
PONTA GROSSA,PARANAGUÁ,2024,Março,PR        ,PR        ,"70,0","0,3271",1,"70,0","0,3271","214,0",03/2024
PONTA GROSSA,PARANAGUÁ,2024,Novembro,PR        ,PR        ,"65,0","0,3037",1,"65,0","0,3037","214,0",11/2024
PONTA GROSSA,PARANAGUÁ,2024,Outubro,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",10/2024
PONTA GROSSA,PARANAGUÁ,2024,Setembro,PR        ,PR        ,"80,0","0,3738",1,"80,0","0,3738","214,0",09/2024
PONTA GROSSA,RIO DE JANEIRO,2021,Agosto,PR        ,RJ        ,"175,0","0,1858",1,"175,0","0,1858","942,0",08/2021
PONTA GROSSA,RIO DE JANEIRO,2021,Dezembro,PR        ,RJ        ,"330,0","0,3503",1,"330,0","0,3503","942,0",12/2021
PONTA GROSSA,RIO DE JANEIRO,2021,Julho,PR        ,RJ        ,"289,8","0,3076",1,"289,8","0,3076","942,0",07/2021
PONTA GROSSA,RIO DE JANEIRO,2021,Novembro,PR        ,RJ        ,"210,0","0,2229",1,"210,0","0,2229","942,0",11/2021
PONTA GROSSA,RIO DE JANEIRO,2021,Outubro,PR        ,RJ        ,"190,0","0,2017",1,"190,0","0,2017","942,0",10/2021
PONTA GROSSA,RIO DE JANEIRO,2021,Setembro,PR        ,RJ        ,"250,0","0,2654",1,"250,0","0,2654","942,0",09/2021
PONTA GROSSA,RIO DE JANEIRO,2022,Abril,PR        ,RJ        ,"300,0","0,3185",1,"300,0","0,3185","942,0",04/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Agosto,PR        ,RJ        ,"300,0","0,3185",1,"300,0","0,3185","942,0",08/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Fevereiro,PR        ,RJ        ,"380,0","0,4034",1,"380,0","0,4034","942,0",02/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Janeiro,PR        ,RJ        ,"320,0","0,3397",1,"320,0","0,3397","942,0",01/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Julho,PR        ,RJ        ,"175,0","0,1858",1,"175,0","0,1858","942,0",07/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Junho,PR        ,RJ        ,"240,0","0,2548",1,"240,0","0,2548","942,0",06/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Maio,PR        ,RJ        ,"270,0","0,2866",1,"270,0","0,2866","942,0",05/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Março,PR        ,RJ        ,"300,0","0,3185",1,"300,0","0,3185","942,0",03/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Novembro,PR        ,RJ        ,"370,0","0,3928",1,"370,0","0,3928","942,0",11/2022
PONTA GROSSA,RIO DE JANEIRO,2022,Setembro,PR        ,RJ        ,"370,0","0,3928",1,"370,0","0,3928","942,0",09/2022
PONTA GROSSA,RIO DE JANEIRO,2023,Abril,PR        ,RJ        ,"290,0","0,3079",1,"290,0","0,3079","942,0",04/2023
PONTA GROSSA,RIO DE JANEIRO,2023,Dezembro,PR        ,RJ        ,"420,0","0,4924",1,"420,0","0,4924","853,0",12/2023
PONTA GROSSA,RIO DE JANEIRO,2023,Maio,PR        ,RJ        ,"330,0","0,3503",1,"330,0","0,3503","942,0",05/2023
PONTA GROSSA,RIO DE JANEIRO,2024,Abril,PR        ,RJ        ,"352,0","0,3737",1,"352,0","0,3737","942,0",04/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Agosto,PR        ,RJ        ,"250,0","0,2654",1,"250,0","0,2654","942,0",08/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Janeiro,PR        ,RJ        ,"420,0","0,4924",1,"420,0","0,4924","853,0",01/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Julho,PR        ,RJ        ,"250,0","0,2654",1,"250,0","0,2654","942,0",07/2024
PONTA GROSSA,RIO DE JANEIRO,2024,Março,PR        ,RJ        ,"310,0","0,3634",1,"310,0","0,3634","853,0",03/2024
