municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Abril,1280,"455,0","0,3555",04/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Maio,340,"150,0","0,4412",05/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Maio,1280,"455,0","0,3555",05/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Maio,345,"130,0","0,3768",05/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Junho,1280,"455,0","0,3555",06/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Junho,345,"130,0","0,3768",06/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Junho,340,"150,0","0,4412",06/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Julho,1280,"455,0","0,3555",07/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Julho,340,"150,0","0,4412",07/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Julho,345,"130,0","0,3768",07/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Agosto,1280,"474,0","0,3703",08/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Agosto,345,"135,0","0,3913",08/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Agosto,340,"157,0","0,4618",08/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Setembro,340,"157,0","0,4618",09/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Setembro,1280,"474,0","0,3703",09/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Setembro,345,"135,0","0,3913",09/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Outubro,340,"132,0","0,3882",10/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Outubro,345,"135,0","0,3913",10/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Outubro,1280,"480,0","0,375",10/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Novembro,340,"132,0","0,3882",11/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Novembro,345,"135,0","0,3913",11/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Novembro,1280,"480,0","0,375",11/2023
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2023,Dezembro,1280,"495,0","0,3867",12/2023
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Dezembro,345,"137,0","0,3971",12/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2023,Dezembro,340,"134,0","0,3941",12/2023
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Fevereiro,340,"137,0","0,4029",02/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Fevereiro,345,"140,0","0,4058",02/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Fevereiro,1280,"510,0","0,3984",02/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Março,345,"145,0","0,4203",03/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Março,1280,"513,0","0,4008",03/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Março,340,"138,0","0,4059",03/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Abril,345,"145,0","0,4203",04/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Abril,340,"142,0","0,4176",04/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Abril,1280,"510,0","0,3984",04/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Maio,340,"142,0","0,4176",05/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Maio,345,"147,0","0,4261",05/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Maio,1280,"517,0","0,4039",05/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Junho,340,"145,0","0,4265",06/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Junho,1280,"520,0","0,4063",06/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Junho,345,"150,0","0,4348",06/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Julho,345,"153,0","0,4435",07/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Julho,1280,"523,0","0,4086",07/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Julho,340,"150,0","0,4412",07/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Agosto,345,"154,0","0,4464",08/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Agosto,340,"142,0","0,4176",08/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Agosto,1280,"525,0","0,4102",08/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Setembro,345,"154,0","0,4464",09/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Setembro,1280,"525,0","0,4102",09/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Setembro,330,"142,0","0,4303",09/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Outubro,345,"155,0","0,4493",10/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Outubro,330,"146,0","0,4424",10/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Outubro,1280,"528,0","0,4125",10/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Novembro,1280,"528,0","0,4125",11/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Novembro,330,"146,0","0,4424",11/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Novembro,345,"155,0","0,4493",11/2024
PARACATU-MG                                       ,MG        ,PARANAGUÁ-PR                                      ,PR        ,2024,Dezembro,1280,"525,0","0,4102",12/2024
PARACATU-MG                                       ,MG        ,ARAGUARI-MG                                       ,MG        ,2024,Dezembro,330,"142,0","0,4303",12/2024
PARACATU-MG                                       ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Dezembro,345,"155,0","0,4493",12/2024
PARAÚNA-GO                                        ,GO        ,GOIÂNIA-GO                                        ,GO        ,2019,Setembro,147,"45,81","0,3116",09/2019
PARAÚNA-GO                                        ,GO        ,PONTALINA-GO                                      ,GO        ,2019,Setembro,145,"44,46","0,3066",09/2019
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Março,1600,"320,0","0,2",03/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Março,600,"200,0","0,3333",03/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Março,300,"90,0","0,3",03/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Abril,600,"170,0","0,2833",04/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Abril,300,"90,0","0,3",04/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Maio,300,"90,0","0,3",05/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Maio,600,"170,0","0,2833",05/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Junho,600,"180,0","0,3",06/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Junho,300,"105,0","0,35",06/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Junho,1600,"440,0","0,275",06/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Julho,300,"105,0","0,35",07/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Julho,1600,"440,0","0,275",07/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Julho,600,"180,0","0,3",07/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Agosto,300,"100,0","0,3333",08/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Agosto,1600,"440,0","0,275",08/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Agosto,600,"180,0","0,3",08/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Setembro,600,"200,0","0,3333",09/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Setembro,300,"110,0","0,3667",09/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Setembro,1600,"460,0","0,2875",09/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Outubro,600,"200,0","0,3333",10/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Outubro,1600,"460,0","0,2875",10/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Outubro,300,"110,0","0,3667",10/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Novembro,300,"110,0","0,3667",11/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Novembro,600,"200,0","0,3333",11/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Novembro,1600,"460,0","0,2875",11/2022
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2022,Dezembro,600,"200,0","0,3333",12/2022
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2022,Dezembro,1600,"460,0","0,2875",12/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2022,Dezembro,300,"110,0","0,3667",12/2022
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Janeiro,300,"90,0","0,3",01/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Janeiro,600,"170,0","0,2833",01/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Fevereiro,300,"135,0","0,45",02/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Fevereiro,600,"210,0","0,35",02/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Fevereiro,1600,"390,0","0,2438",02/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Março,1600,"330,0","0,2063",03/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Março,300,"137,0","0,4567",03/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Março,600,"290,0","0,4833",03/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Abril,600,"290,0","0,4833",04/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Abril,300,"130,0","0,4333",04/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Abril,1600,"340,0","0,2125",04/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Maio,300,"130,0","0,4333",05/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Maio,1600,"340,0","0,2125",05/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Maio,600,"290,0","0,4833",05/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Junho,600,"290,0","0,4833",06/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Junho,1600,"340,0","0,2125",06/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Junho,300,"130,0","0,4333",06/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Julho,1600,"240,0","0,15",07/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Julho,600,"220,0","0,3667",07/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Julho,300,"90,0","0,3",07/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Agosto,600,"200,0","0,3333",08/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Agosto,300,"90,0","0,3",08/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Agosto,1600,"220,0","0,1375",08/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Setembro,1600,"220,0","0,1375",09/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Setembro,300,"90,0","0,3",09/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Setembro,600,"200,0","0,3333",09/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Outubro,1600,"240,0","0,15",10/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Outubro,300,"90,0","0,3",10/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Outubro,600,"210,0","0,35",10/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Novembro,600,"200,0","0,3333",11/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Novembro,1600,"240,0","0,15",11/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Novembro,300,"80,0","0,2667",11/2023
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2023,Dezembro,600,"210,0","0,35",12/2023
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2023,Dezembro,300,"85,0","0,2833",12/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2023,Dezembro,1600,"250,0","0,1563",12/2023
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Janeiro,1600,"250,0","0,1563",01/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Janeiro,600,"210,0","0,35",01/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Janeiro,300,"85,0","0,2833",01/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Fevereiro,1600,"240,0","0,15",02/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Fevereiro,300,"90,0","0,3",02/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Fevereiro,600,"200,0","0,3333",02/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Março,600,"200,0","0,3333",03/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Março,300,"85,0","0,2833",03/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Março,1600,"240,0","0,15",03/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Abril,600,"200,0","0,3333",04/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Abril,300,"85,0","0,2833",04/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Abril,1600,"240,0","0,15",04/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Maio,1600,"240,0","0,15",05/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Maio,600,"200,0","0,3333",05/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Maio,300,"90,0","0,3",05/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Junho,300,"100,0","0,3333",06/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Junho,1600,"240,0","0,15",06/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Junho,600,"210,0","0,35",06/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Julho,1600,"240,0","0,15",07/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Julho,600,"210,0","0,35",07/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Julho,300,"100,0","0,3333",07/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Agosto,600,"200,0","0,3333",08/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Agosto,1600,"220,0","0,1375",08/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Agosto,300,"95,0","0,3167",08/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Setembro,300,"95,0","0,3167",09/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Setembro,1600,"215,0","0,1344",09/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Setembro,600,"200,0","0,3333",09/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Outubro,1600,"215,0","0,1344",10/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Outubro,300,"95,0","0,3167",10/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Outubro,600,"200,0","0,3333",10/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Novembro,600,"200,0","0,3333",11/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Novembro,1600,"215,0","0,1344",11/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Novembro,300,"95,0","0,3167",11/2024
PARIPIRANGA-BA                                    ,BA        ,FEIRA DE SANTANA-BA                               ,BA        ,2024,Dezembro,300,"100,0","0,3333",12/2024
PARIPIRANGA-BA                                    ,BA        ,VITÓRIA-ES                                        ,ES        ,2024,Dezembro,1600,"220,0","0,1375",12/2024
PARIPIRANGA-BA                                    ,BA        ,RECIFE-PE                                         ,PE        ,2024,Dezembro,600,"210,0","0,35",12/2024
PARNARAMA-MA                                      ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Julho,515,"135,0","0,2621",07/2023
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2021,Julho,1279,"390,0","0,3049",07/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2021,Julho,853,"229,5","0,2691",07/2021
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2021,Setembro,1279,"338,0","0,2643",09/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2021,Setembro,853,"234,0","0,2743",09/2021
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2021,Outubro,1279,"350,0","0,2737",10/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2021,Outubro,853,"310,0","0,3634",10/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2021,Novembro,853,"310,0","0,3634",11/2021
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2021,Novembro,1279,"350,0","0,2737",11/2021
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2021,Dezembro,1279,"350,0","0,2737",12/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2021,Dezembro,853,"310,0","0,3634",12/2021
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Janeiro,853,"220,0","0,2579",01/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Janeiro,1279,"320,0","0,2502",01/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Fevereiro,1279,"320,0","0,2502",02/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Fevereiro,853,"220,0","0,2579",02/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Maio,853,"300,0","0,3517",05/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Maio,1279,"330,0","0,258",05/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Junho,853,"280,0","0,3283",06/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Julho,853,"280,0","0,3283",07/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Agosto,1279,"390,0","0,3049",08/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Setembro,853,"310,0","0,3634",09/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Setembro,1279,"520,0","0,4066",09/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Outubro,853,"320,0","0,3751",10/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Outubro,1279,"520,0","0,4066",10/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2022,Novembro,1279,"560,0","0,4378",11/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Novembro,853,"380,0","0,4455",11/2022
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2022,Dezembro,853,"350,0","0,4103",12/2022
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2023,Fevereiro,1279,"320,0","0,2502",02/2023
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2023,Fevereiro,853,"280,0","0,3283",02/2023
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2023,Abril,853,"260,0","0,3048",04/2023
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2024,Abril,1279,"510,0","0,3987",04/2024
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2024,Abril,853,"390,0","0,4572",04/2024
PATO BRANCO-PR                                    ,PR        ,RIO DE JANEIRO-RJ                                 ,RJ        ,2024,Maio,1279,"520,0","0,4066",05/2024
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2024,Maio,853,"340,0","0,3986",05/2024
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2024,Julho,853,"310,0","0,3634",07/2024
PATO BRANCO-PR                                    ,PR        ,SÃO PAULO-SP                                      ,SP        ,2024,Agosto,853,"360,0","0,422",08/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2022,Dezembro,217,"95,0","0,4378",12/2022
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Janeiro,217,"100,0","0,4608",01/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Fevereiro,217,"80,0","0,3687",02/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Março,217,"87,0","0,4009",03/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Abril,217,"85,0","0,3917",04/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Maio,217,"85,0","0,3917",05/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Junho,217,"100,0","0,4608",06/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Julho,217,"105,0","0,4839",07/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Agosto,217,"109,0","0,5023",08/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Setembro,217,"109,0","0,5023",09/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Outubro,217,"110,0","0,5069",10/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Novembro,217,"110,0","0,5069",11/2023
